listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohosts,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
8018225,A flat with one bedroom in the centre of Yerevan!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-8018225/original/b075e5f6-4f8f-42b2-9113-c1ff43641adb.jpeg,18,28800994,Hrant,"",true,40.1831,44.5131,4,2,3,1.5,false,"",false,10,Flexible,AMD,0,0,7,4.86,4.9,5.0,5.0,5.0,5.0,4.7,6540.0,2548323.0,70.1,27390.6,0.3,0.0,17.9,6981.7,0.0,0.0,93,0,272,365,351.0,134764.0,68.9,26754.2,0.1,0.0,3.9,1497.4,0.0,0.0,5,0,85,90
8120788,Heart of Yerevan - Teryan Street,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/d50decf5-8bc1-4d61-aacf-d27b3316ca42.jpg,21,42884610,Thomas,"",false,40.1855,44.5174,4,2,3,1.0,false,"",false,3,Moderate,AMD,60,0,61,4.95,5.0,5.0,4.8,5.0,5.0,5.0,4337.0,1687427.0,52.9,20654.0,0.2,0.4,11.9,4623.1,18.5,7180.5,88,130,277,365,245.0,95820.0,69.8,27090.4,0.0,0.2,2.7,1064.7,9.8,3832.8,4,65,86,90
8137952,"Modern apartment, best view in town",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/104916286/2309901f_original.jpg,17,42972695,Garlen,"",false,40.1945,44.5109,6,2,4,2.0,false,"",false,4,Flexible,AMD,0,0,12,4.58,4.6,4.4,4.7,4.8,4.7,4.7,4257.0,1652057.0,80.9,31619.3,0.1,0.2,11.7,4526.2,13.5,5228.0,52,49,313,365,243.0,93297.0,82.9,32207.5,0.0,0.0,2.7,1036.6,0.0,0.0,3,0,87,90
8326257,Entire appartment in Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/70ac4f34-99ed-421e-bc9d-4e0dfb9c849a.jpg,6,19550048,Armen,"",false,40.1520,44.4878,2,,1,1.0,false,"",false,2,Moderate,AMD,0,0,64,4.83,4.8,4.9,4.8,4.9,4.7,4.8,1763.0,686412.0,25.6,10013.2,0.2,0.0,4.8,1880.6,0.0,0.0,70,0,295,365,180.0,69452.0,26.4,10240.1,0.1,0.0,2.0,771.7,0.0,0.0,7,0,83,90
8511739,Apartment in the center of Yerevan with great view,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/c6b07868-e5c4-49dd-a3fd-34cfaaeb809a.jpg,43,44820319,Lusine,"",false,40.1740,44.5027,3,1,2,1.0,false,"",false,4,Strict,AMD,10,0,18,4.94,5.0,5.0,4.9,5.0,4.8,4.8,485.0,186216.0,38.6,15093.0,0.0,0.1,1.3,510.2,2.3,878.4,12,153,353,365,485.0,186216.0,39.5,15345.1,0.1,0.0,5.4,2069.1,0.0,0.0,12,0,78,90
8534577,Apartment in the Heart of Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/108458406/e633845a_original.jpg,13,44912636,Karine,"",false,40.1833,44.5141,4,2,1,1.0,false,"",false,1,Moderate,AMD,25,0,14,4.43,4.6,4.9,4.3,4.4,5.0,4.5,1413.0,552478.0,53.6,20924.5,0.1,0.1,3.9,1513.6,4.3,1694.7,27,39,338,365,595.0,228444.0,48.8,18935.6,0.1,0.0,6.6,2538.3,0.0,0.0,12,0,78,90
8881259,Near Republic Square,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/19399ac0-3d39-4ff1-b52c-1746445fb4ab.jpg,13,37013374,Diana Hovakimyan,"",false,40.1691,44.5138,2,,2,1.0,false,"",false,1,Flexible,AMD,0,0,4,4.5,4.8,4.8,4.2,5.0,5.0,4.5,1951.0,755213.0,29.2,11384.8,0.2,0.0,5.3,2069.1,0.0,0.0,65,0,300,365,652.0,250328.0,39.4,15273.1,0.2,0.0,7.2,2781.4,0.0,0.0,14,0,76,90
9203742,Private room in a house with a garden,Private room in home,private_room,https://a0.muscache.com/im/pictures/747add29-0af0-4d14-a957-765086a37216.jpg,11,47871551,Hasmik,"",true,40.1801,44.5391,,,1,0.0,false,"",false,2,Flexible,AMD,0,0,81,4.84,4.8,4.9,4.7,5.0,4.5,4.8,2475.0,965616.0,11.8,4614.7,0.6,0.7,6.8,2645.5,8.3,3229.5,212,66,153,365,721.0,280899.0,10.9,4219.8,0.7,1.0,8.0,3121.1,10.3,4012.8,67,20,23,90
9396544,Cozy Apartment on Mashtots Avenue - Perfect Stay!,Entire home,entire_home,https://a0.muscache.com/im/pictures/9be0a316-96c6-44cc-8923-ae50c5d87a05.jpg,19,48736253,Olga,"",false,40.1844,44.5128,4,1,2,1.0,false,"",false,2,Strict,AMD,20,0,44,4.82,4.7,4.9,4.6,4.9,4.9,4.8,6491.0,2526554.0,48.8,19033.1,0.3,0.5,17.8,6922.1,25.4,9869.4,125,109,240,365,0.0,0.0,47.0,18263.8,0.0,0.0,0.0,0.0,0.0,0.0,0,47,90,90
9898387,sunny room,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/526e169b-3b65-424c-8ae5-c557957b6532.jpg,80,50908779,Shoghik,"",true,40.1701,44.5145,,,1,0.0,false,"",false,1,Strict,AMD,5,15,119,4.84,4.8,4.8,4.9,4.8,4.8,4.7,1043.0,406277.0,26.5,10370.1,0.1,0.0,2.9,1113.1,0.0,0.0,37,0,328,365,634.0,245859.0,26.0,10085.7,0.3,0.0,7.0,2731.8,0.0,0.0,23,0,67,90
9946682,VD city center studio: steps from Republic Square,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ec90661a-fd04-4aeb-a48c-63ef333f6fa6.jpg,17,51117809,Yevgenia,259560404:Yevgenia,true,40.1801,44.5174,3,1,1,1.5,false,"",true,5,Firm,AMD,10,0,37,4.95,4.9,5.0,4.8,5.0,5.0,4.9,9433.0,3671293.0,50.0,19537.7,0.5,0.6,25.8,10058.3,30.9,12037.0,189,60,176,365,2909.0,1128567.0,48.3,18766.2,0.7,0.0,32.3,12539.6,0.0,0.0,60,0,30,90
10027719,Modern apt. in the city center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/90b0b34f-045e-43bb-b6cb-151499cca19d.jpg,14,48030247,Arsen,"",false,40.1897,44.5180,3,,1,1.0,false,"",false,3,Moderate,AMD,0,0,25,4.76,4.9,5.0,4.7,5.0,5.0,4.8,515.0,197724.0,44.0,17180.1,0.0,0.1,1.4,541.7,4.2,1607.5,12,242,353,365,515.0,197724.0,44.0,17100.8,0.1,0.0,5.7,2196.9,0.0,0.0,12,0,78,90
10136579,Swan Lake apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-10136579/original/16a016ac-a33c-487a-88e6-db4d0779210a.jpeg,15,492619720,Marianna,"26758035:Armen,430748912:Kostya",false,40.1841,44.5156,4,1,1,1.0,false,"",false,2,Moderate,AMD,20,0,56,4.86,4.9,5.0,4.7,4.9,5.0,4.8,9494.0,3687046.0,51.6,20129.7,0.5,0.5,26.0,10101.5,26.6,10327.9,176,8,189,365,2683.0,1035925.0,56.5,21941.5,0.5,0.0,29.8,11510.3,0.0,0.0,44,0,46,90
10243069,Northern Ave best center location/accommodation,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/4e383358-d1c9-48e8-9881-b92482865ac3.jpg,17,52647019,Pedro,"",false,40.1832,44.5148,4,2,3,2.0,false,"",false,60,Moderate,AMD,68,0,57,4.95,5.0,5.0,4.8,5.0,5.0,4.9,7900.0,3068645.0,98.1,38277.0,0.2,0.2,21.6,8407.2,23.4,9078.8,76,27,289,365,3561.0,1379547.0,100.2,38894.5,0.4,0.4,39.6,15328.3,42.9,16621.0,34,7,56,90
10442548,Sunny Studio near Republic Square by Kantar,Room in aparthotel,hotel_room,https://a0.muscache.com/im/pictures/13ea1fb6-67d5-45c6-85cb-fb2ef8416fc7.jpg?aki_policy=medium,14,23926479,,"",true,40.1767,44.5112,2,0,1,1.0,,"",,1,Moderate,AMD,,,4,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1861.0,721910.0,88.7,34612.0,0.1,0.1,5.1,1977.8,5.1,1988.7,21,2,344,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
10484760,2 Bedroom Apartment Flat in Garegin Nzhdeh,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/1f1b7ab1-db0a-4497-8d51-0e8670e8bf08.jpg,12,35808498,Maggie,"",false,40.1514,44.4842,4,2,2,1.0,false,"",false,7,Moderate,AMD,0,0,7,5.0,5.0,4.9,4.9,5.0,4.7,4.4,2113.0,829979.0,40.2,15694.4,0.1,0.2,5.8,2273.9,7.5,2943.2,54,83,311,365,241.0,94255.0,43.1,16738.1,0.1,0.1,2.7,1047.3,3.9,1520.2,6,28,84,90
10531529,Sunny 1BR Apartment with Gorgeous View by Kantar,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/62e47aae-59b0-4335-af2f-a644908d7c1c.jpg,17,288342671,David,23926479:Arman,false,40.1750,44.5114,4,1,2,1.0,false,"",true,1,Moderate,AMD,0,0,16,4.88,4.9,4.9,4.7,4.9,4.8,4.1,1487.0,575037.0,84.5,33012.8,0.0,0.0,4.1,1575.4,0.0,0.0,18,0,347,365,949.0,364356.0,78.2,30368.0,0.1,0.0,10.5,4048.4,0.0,0.0,12,0,78,90
10626980,Spectacular Location! Newly Renovated in Cascade,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-10626980/original/8f181eb8-7f61-4ecf-8747-7e93832d23b7.jpeg,13,501775156,Gurgen,40511104:Ani,false,40.1901,44.5161,4,2,1,1.0,false,"",false,1,Firm,AMD,0,0,9,5.0,5.0,5.0,4.9,5.0,5.0,4.9,9740.0,3779314.0,71.9,28092.5,0.4,0.7,26.7,10354.3,51.3,19891.1,134,175,231,365,0.0,0.0,73.9,28696.2,0.0,0.0,0.0,0.0,0.0,0.0,0,88,90,90
11004744,Brand New 1BDR at RIS Dalma Collection,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/a17d2aad-632f-4e81-bad2-db288bd08831.jpg,20,195185372,Mariam,"23926479:Arman,202041716:Mane",true,40.1789,44.4888,4,1,2,1.0,false,"",true,1,Moderate,AMD,0,0,58,4.91,4.9,5.0,4.9,4.9,4.6,4.8,7799.0,3033575.0,84.2,32890.0,0.3,0.0,21.4,8311.2,0.0,0.0,94,0,271,365,1814.0,704480.0,96.8,37567.7,0.2,0.0,20.2,7827.6,0.0,0.0,21,0,69,90
11374239,Heart of Old Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/54abd9f9-2007-46ac-a057-4630692ae4d8.jpg,12,3970319,Mariam,"",false,40.1822,44.5189,3,1,2,1.0,false,"",false,1,Flexible,AMD,10,0,1,,,,,,,,789.0,302928.0,63.6,24852.6,0.0,0.0,2.2,829.9,0.0,0.0,12,0,353,365,789.0,302928.0,64.9,25223.5,0.1,0.0,8.8,3365.9,0.0,0.0,12,0,78,90
11388641,The apartment is close to the Opera House.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/a101531f-eeb2-4459-8430-bb486dde08c6.jpg,20,59737924,Seda,"",false,40.1842,44.5183,5,2,3,1.0,false,"",false,2,Moderate,AMD,25,0,27,4.41,4.7,4.9,4.5,4.8,4.9,4.4,704.0,270909.0,49.0,19156.9,0.0,0.0,1.9,742.2,2.1,808.7,15,30,350,365,554.0,212700.0,47.4,18397.2,0.1,0.0,6.2,2363.3,0.0,0.0,12,0,78,90
11492936,#29 Two Bedroom Apartment In The Center Of Yerevan,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-11492936/original/b2b4ede9-5197-46f4-acf7-5934c1222f5a.jpeg,20,60515118,Narek,"",false,40.1819,44.5175,5,2,2,1.0,false,"",true,8,Strict,AMD,0,0,7,4.29,4.6,4.4,4.4,4.7,5.0,4.3,2519.0,984856.0,85.0,33171.9,0.1,0.0,6.9,2698.2,0.0,0.0,29,0,336,365,363.0,139372.0,85.0,32986.3,0.0,0.0,4.0,1548.6,0.0,0.0,4,0,86,90
11581346,1 Bedroom Apartment in Homey Residence,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE1ODEzNDY=/original/5c83c49e-b168-44eb-aa82-b18fdf1464ab.jpeg,10,61222356,Hyur Service,"",true,40.1793,44.5151,4,1,3,1.0,false,"",true,2,Moderate,AMD,0,0,14,4.93,5.0,4.9,5.0,5.0,5.0,4.9,8298.0,3255100.0,81.1,31644.1,0.3,0.4,22.7,8918.1,29.1,11421.4,110,80,255,365,560.0,215007.0,90.1,34999.0,0.1,0.2,6.2,2389.0,15.6,5972.4,6,54,84,90
11597248,3 Bedroom Apartment in Homey Residence,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE1OTcyNDg%3D/original/e0ce401e-01b4-4332-9ac1-250ff3748594.jpeg,16,61222356,Hyur Service,"",true,40.1793,44.5150,8,3,5,2.0,false,"",true,2,Moderate,AMD,0,0,76,4.97,5.0,4.9,4.9,5.0,5.0,5.0,42192.0,1.6456632E7,155.8,60811.6,0.7,0.0,115.6,45086.7,0.0,0.0,266,0,99,365,11181.0,4338399.0,160.4,62283.0,0.8,0.0,124.2,48204.4,0.0,0.0,69,0,21,90
11599722,3 Bedroom Apartment in Homey Residence,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE1OTk3MjI%3D/original/e218117c-a8fe-4f40-ad5b-aa31f1838493.jpeg,17,61222356,Hyur Service,"",true,40.1796,44.5155,8,3,6,2.0,false,"",true,2,Moderate,AMD,0,0,40,4.93,5.0,5.0,4.9,5.0,5.0,4.9,36092.0,1.4072451E7,151.0,58916.7,0.6,0.0,98.9,38554.7,0.0,0.0,232,0,133,365,9696.0,3762583.0,158.3,61461.9,0.7,0.0,107.7,41806.5,0.0,0.0,60,0,30,90
11600205,2 Bedroom Apartment on Chaikovski street,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-11600205/original/73e69e0b-e522-40e6-a7bc-b921405278ea.jpeg,13,61222356,Hyur Service,"",true,40.1748,44.5175,5,2,4,1.0,false,"",true,2,Moderate,AMD,0,0,18,4.94,5.0,5.0,4.9,5.0,5.0,4.8,16519.0,6425347.0,95.8,37409.6,0.4,0.5,45.3,17603.7,48.9,19009.9,162,27,203,365,4055.0,1573426.0,95.8,37206.5,0.5,0.0,45.1,17482.5,0.0,0.0,43,0,47,90
11610703,Lenin apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/3d132c2c-53b5-4b78-a241-596e3610f88f.jpg,84,40833948,Elena,"",true,40.1913,44.4684,4,1,1,1.5,false,"",false,2,Strict,AMD,10,0,34,4.91,4.9,4.9,4.9,4.8,4.4,4.8,634.0,243420.0,54.5,21306.6,0.0,0.0,1.7,666.9,2.6,989.5,12,119,353,365,634.0,243420.0,54.1,20995.4,0.1,0.0,7.0,2704.7,0.0,0.0,12,0,78,90
11667395,2 Bedroom Apartment in Alley Residence,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-11667395/original/c43b7de6-8a85-4431-886f-d8e591261c9c.jpeg,17,61222356,Hyur Service,"",true,40.1813,44.5116,5,2,4,1.0,false,"",true,2,Moderate,AMD,0,0,11,4.91,4.8,4.7,5.0,5.0,5.0,4.8,16627.0,6460729.0,117.2,45741.1,0.4,0.5,45.6,17700.6,60.5,23493.6,129,90,236,365,1843.0,709285.0,119.1,46220.2,0.2,0.3,20.5,7880.9,41.9,16120.1,14,46,76,90
11748412,Studio near ANI PLAZA hotel,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/c78fcf56-bd25-4d47-9a9e-a02bfc78e256.jpg,20,14548097,Armen,"",true,40.1824,44.5198,2,1,1,1.0,false,"",false,3,Moderate,AMD,11,0,75,4.96,4.9,5.0,4.9,5.0,5.0,4.8,8113.0,3173000.0,39.0,15219.7,0.6,0.6,22.2,8693.2,24.1,9443.5,214,29,151,365,1275.0,498395.0,41.4,16072.6,0.4,0.5,14.2,5537.7,20.2,7911.0,34,27,56,90
11790453,Quiet apartment in the city center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/87ee9e51-dd20-4c88-a5e3-4cfaff4534c2.jpg,51,13861622,Gayane,"",true,40.1782,44.5044,3,1,1,1.0,false,"",false,5,Moderate,AMD,20,0,67,4.97,5.0,5.0,5.0,5.0,5.0,4.9,3791.0,1470162.0,36.9,14429.6,0.3,0.6,10.4,4027.8,24.8,9608.9,98,212,267,365,0.0,0.0,37.5,14555.6,0.0,0.0,0.0,0.0,0.0,0.0,0,61,90,90
11885176,Your home in Yerevan ❤.,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/b381e7eb-6b58-44ba-a45a-dcede5730d03.jpg,39,63376501,Emma,"",false,40.1830,44.5179,4,2,3,1.0,false,"",false,2,Flexible,AMD,10,0,20,4.95,5.0,4.8,5.0,5.0,5.0,5.0,6955.0,2697423.0,81.0,31649.6,0.2,0.0,19.1,7390.2,0.0,0.0,85,0,280,365,865.0,332105.0,77.8,30225.2,0.1,0.0,9.6,3690.1,0.0,0.0,11,0,79,90
11905013,apartment with  1 bedroom  in the  very  center of the city,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/ec9ab6b0-b2d0-4316-a28c-6621a1f9f9d6.jpg,18,63376501,Emma,"",false,40.1834,44.5169,2,1,1,1.0,false,"",,2,Flexible,AMD,11,,8,4.75,5.0,5.0,4.9,5.0,5.0,4.8,568.0,224348.0,41.3,16142.1,0.0,0.1,1.6,614.7,2.5,984.0,14,137,351,365,0.0,0.0,41.3,16039.6,0.0,0.0,0.0,0.0,0.0,0.0,0,29,90,90
12017989,Luxury 1-BDR/New building/Arami str/Downtown,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-12017989/original/c7be576a-4a4b-4255-920f-145847309a3d.jpeg,27,511676899,My,64296604:Tevos,true,40.1843,44.5073,4,1,2,1.0,false,"",true,5,Moderate,AMD,25,0,41,4.95,5.0,5.0,5.0,5.0,5.0,4.9,9902.0,3859792.0,66.2,25820.5,0.4,0.0,27.1,10574.8,0.0,0.0,142,0,223,365,4742.0,1836065.0,79.1,30696.6,0.7,0.0,52.7,20400.7,0.0,0.0,59,0,31,90
12018017,1-BDR/City Centre/Historical/Self Check-in,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-12018017/original/48fd324d-f974-442b-af18-64fa841bff0f.jpeg,21,511676899,My,64296604:Tevos,true,40.1829,44.5181,3,1,2,1.0,false,"",true,7,Moderate,AMD,25,0,35,4.91,4.9,5.0,4.9,5.0,4.9,4.8,6206.0,2418398.0,52.2,20387.9,0.3,0.3,17.0,6625.7,17.2,6699.2,112,4,253,365,2511.0,971611.0,58.3,22605.9,0.4,0.0,27.9,10795.7,0.0,0.0,40,0,50,90
12043699,PARK APARTMENT,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/0eece2eb-d0d2-49ea-9223-a8ca3b70522c.jpg,36,43891362,Artak,"",false,40.1911,44.5063,2,1,1,1.0,false,"",false,4,Strict,AMD,0,0,29,4.66,4.7,4.7,4.6,4.8,4.9,4.8,2057.0,797904.0,47.6,18574.1,0.1,0.1,5.6,2186.0,6.1,2367.7,44,28,321,365,0.0,0.0,47.3,18358.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
12102480,Apartment with best Cascade view,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/eed52e15-0233-48d4-b473-24a8fce92201.jpg,11,64891798,Levon,"",false,40.1893,44.5154,4,3,3,1.0,false,"",true,1,Flexible,AMD,10,10,53,4.7,4.7,4.9,4.4,4.9,5.0,4.6,497.0,190818.0,43.5,16981.3,0.0,0.1,1.4,522.8,3.0,1163.5,12,201,353,365,497.0,190818.0,40.8,15854.4,0.1,0.0,5.5,2120.2,0.0,0.0,12,0,78,90
12108497,Comfy apartment in the city center,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/50332085-478a-4e7b-88b3-9a72a1d71a36.jpg,69,13861622,Gayane,"",true,40.1776,44.5058,2,1,1,1.0,false,"",false,3,Moderate,AMD,20,0,127,4.96,5.0,5.0,5.0,5.0,4.9,4.9,9465.0,3694270.0,32.2,12560.8,0.8,0.0,25.9,10121.3,0.0,0.0,292,0,73,365,2772.0,1076343.0,34.9,13532.1,0.9,0.0,30.8,11959.4,0.0,0.0,79,0,11,90
12127185,Modern Lux 2BR  w/Pool...Near Cascade,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/9dda6c00-7d9b-42fe-8be4-49b6ade545af.jpg,37,47208682,Ara,"",true,40.1913,44.5026,6,2,3,2.5,false,"",false,14,Moderate,AMD,35,0,58,5.0,5.0,5.0,5.0,5.0,4.9,5.0,13809.0,5357573.0,126.2,49302.2,0.3,0.0,37.8,14678.3,0.0,0.0,110,0,255,365,3021.0,1159887.0,135.1,52473.0,0.2,0.0,33.6,12887.6,0.0,0.0,22,0,68,90
12343267,Private room in a cozy guesthouse N1:),Private room in bed and breakfast,private_room,https://a0.muscache.com/im/pictures/517cb129-0389-4306-a553-5b526cca1585.jpg,11,66340406,Zara,"",false,40.1977,44.4969,,,1,0.0,false,"",,1,Flexible,AMD,3,,23,4.39,4.5,4.9,4.1,4.8,4.4,4.5,196.0,77472.0,13.7,5348.1,0.0,0.0,0.5,212.3,0.0,0.0,13,0,352,365,0.0,0.0,11.2,4353.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
12429034,2-bedroom Spacious Apt Downtown EVN,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/98e80e3f-0fd6-4c8a-a264-5ed4d35de11a.jpg,18,67229404,Anahit,"",false,40.1787,44.5203,3,1,2,1.0,false,"",false,3,Moderate,AMD,30,0,25,5.0,5.0,4.9,5.0,5.0,5.0,5.0,680.0,263765.0,131.3,51343.1,0.0,0.0,1.9,722.6,2.7,1042.5,12,112,353,365,0.0,0.0,205.3,79719.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
12488176,Sunny house near Cascade with Ararat view,Entire home,entire_home,https://a0.muscache.com/im/pictures/fd3c8c2d-cf62-4851-9a8b-72d9f3cb5365.jpg,13,67607832,Narine,"",true,40.1920,44.5177,6,2,4,1.0,false,"",false,3,Strict,AMD,0,0,30,4.63,4.7,4.7,4.8,5.0,4.8,4.7,5789.0,2255942.0,37.4,14612.5,0.4,0.4,15.9,6180.7,16.2,6319.2,154,8,211,365,1516.0,588137.0,40.4,15673.5,0.4,0.5,16.8,6534.9,18.5,7172.4,37,8,53,90
12758332,1-BDR/Perfect Location/Downtown/Cozy,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-12758332/original/b4038a6b-4e82-4f16-8681-926ca1682fb3.jpeg,18,511676899,My,64296604:Tevos,true,40.1827,44.5167,4,1,2,1.0,false,"",true,7,Moderate,AMD,25,0,27,4.93,5.0,5.0,4.9,5.0,5.0,5.0,8705.0,3401175.0,53.3,20792.4,0.5,0.5,23.8,9318.3,25.9,10122.5,166,29,199,365,2380.0,926112.0,63.9,24797.9,0.4,0.0,26.4,10290.1,0.0,0.0,38,0,52,90
12794344,Superb 1 BD apartment in the heart of Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-12794344/original/643e64e0-d163-4652-bce4-5ba133bf5dff.jpeg,17,24178703,Peter,"",false,40.1762,44.5114,2,1,1,1.0,false,"",false,5,Strict,AMD,40,10,22,5.0,5.0,5.0,5.0,5.0,5.0,4.9,754.0,289488.0,65.9,25740.2,0.0,0.1,2.1,793.1,4.1,1590.6,12,183,353,365,754.0,289488.0,61.8,23993.6,0.1,0.0,8.4,3216.5,0.0,0.0,12,0,78,90
12903117,"Explore Yerevan, Komitas 22",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/41a660da-53b8-40d5-ab76-c5a60bc9f9c1.jpg,17,68267119,Armik,"",false,40.2034,44.4998,4,1,2,1.0,false,"",false,1,Moderate,AMD,0,0,10,4.8,4.8,5.0,4.5,5.0,4.9,4.5,761.0,294801.0,47.9,18704.9,0.0,0.1,2.1,807.7,3.6,1397.2,16,154,349,365,553.0,212316.0,46.4,18039.2,0.1,0.0,6.1,2359.1,0.0,0.0,12,0,78,90
12936989,Apartament Tigran Petrosyan 39/5,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/35f7dd30-f739-4a53-8bba-93c58c16025f.jpg,14,71056424,Karen,"",false,40.2242,44.5041,3,,1,1.0,false,"",true,3,Flexible,AMD,0,0,1,,,,,,,,561.0,217701.0,50.4,19698.1,0.0,0.0,1.5,596.4,0.0,0.0,11,0,354,365,0.0,0.0,50.5,19623.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
12937541,Apartament Tigran Petrosyan 39/5,Entire guesthouse,entire_home,https://a0.muscache.com/im/pictures/44c1f76f-a025-4a00-acae-ccb65e1b2a83.jpg,15,71056424,Karen,"",false,40.2232,44.5056,4,1,7,1.0,false,"",true,1,Flexible,AMD,0,0,1,,,,,,,,466.0,180839.0,38.5,15052.7,0.0,0.0,1.3,495.4,0.0,0.0,11,0,354,365,0.0,0.0,35.8,13904.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
12976778,sunny room with a balcony in the heart of the city,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/e5baca24-1875-4eb9-9366-0fc006431cb6.jpg,49,50908779,Shoghik,"",true,40.1701,44.5145,,,1,0.0,false,"",true,1,Moderate,AMD,5,14,155,4.91,4.9,4.9,4.9,4.9,4.9,4.8,2272.0,884148.0,29.0,11346.9,0.2,0.2,6.2,2422.3,6.3,2462.8,78,6,287,365,544.0,211084.0,31.8,12345.5,0.2,0.2,6.0,2345.4,6.5,2512.9,17,6,73,90
13121176,Mini Hotel,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/9c10fb4c-6dfb-4b99-9921-bab87664b3af.jpg,12,71056424,Karen,"",false,40.2231,44.5048,3,1,9,1.0,false,"",true,1,Strict,AMD,0,0,1,,,,,,,,556.0,215761.0,50.3,19671.3,0.0,0.0,1.5,591.1,0.0,0.0,11,0,354,365,0.0,0.0,50.4,19592.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
