listing_id,listing_name,listing_type,room_type,cover_photo_url,photos_count,host_id,host_name,cohosts,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,min_nights,cancellation_policy,currency,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
465397,Anahit Stepanyan's B&B,Private room in condo,private_room,https://a0.muscache.com/im/pictures/5466419/110cfc83_original.jpg,8,2312035,Vahan,"",true,40.1853,44.5165,,,2,0.0,false,"",false,1,Strict,AMD,0,17,122,4.97,4.8,4.9,4.8,4.9,5.0,4.9,3661.0,1423221.0,35.7,13939.6,0.3,0.0,10.0,3899.2,0.0,0.0,102,0,263,365,964.0,373547.0,38.0,14745.7,0.3,0.0,10.7,4150.5,0.0,0.0,25,0,65,90
642058,"Unique, Quiet Artistic Apartment Across from Opera",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjQyMDU4/original/59989ce3-7574-4565-a7ec-9fc5e3f403a8.jpeg,22,3208296,Adrineh,"",false,40.1855,44.5173,4,1,2,1.0,false,"",false,6,Moderate,AMD,0,0,17,5.0,5.0,4.9,4.9,5.0,5.0,4.8,3006.0,1175123.0,60.6,23677.9,0.1,0.2,8.2,3219.5,9.4,3683.8,50,46,315,365,738.0,283344.0,60.7,23589.1,0.1,0.0,8.2,3148.3,0.0,0.0,12,0,78,90
1178459,"Sunny, central, spectacular views",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/17720521/a6936760_original.jpg,23,6447888,Pegor,"",false,40.1877,44.5138,4,2,3,2.0,false,"",,1,Strict,AMD,18,,23,4.91,4.9,5.0,4.8,5.0,5.0,5.0,4502.0,1746505.0,125.1,48880.3,0.1,0.1,12.3,4784.9,14.6,5670.5,36,57,329,365,0.0,0.0,125.6,48774.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
1538163,A comfortable flat in the downtown,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1538163/original/3dc9a7db-a21f-4588-8ed9-003b39b990af.jpeg,29,8201269,Anush,"",false,40.1848,44.5198,5,2,4,1.0,false,"",false,2,Strict,AMD,30,0,28,4.93,4.9,5.0,4.9,4.9,4.9,4.9,931.0,358302.0,70.3,27487.3,0.0,0.1,2.6,981.6,4.4,1690.1,13,153,352,365,856.0,328656.0,70.2,27265.9,0.1,0.0,9.5,3651.7,0.0,0.0,12,0,78,90
1659338,Abovyan 26 street`Superior room`,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/8db0fec3-c4c7-431e-a198-043760a3d4d8.jpg,76,8793540,Вардан,"",false,40.1848,44.5194,2,1,2,1.0,false,"",false,3,Strict,AMD,17,0,115,4.92,4.9,5.0,4.8,5.0,5.0,4.9,3521.0,1370943.0,63.0,24636.3,0.2,0.2,9.6,3756.0,12.1,4727.4,62,75,303,365,835.0,326188.0,53.7,20817.2,0.2,0.3,9.3,3624.3,12.1,4727.4,18,21,72,90
1756704,Best choice in the heart of Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTc1NjcwNA%3D%3D/original/5026fe8b-6a9c-4c4e-aa7d-49757b67f4a4.jpeg,21,9237968,Levon,"",false,40.1802,44.5092,2,,1,1.0,false,"",true,2,Moderate,AMD,10,0,109,4.94,4.9,5.0,4.9,5.0,5.0,4.9,3250.0,1259164.0,46.8,18298.1,0.2,0.2,8.9,3449.8,11.6,4497.0,66,85,299,365,1097.0,424011.0,52.1,20228.2,0.2,0.3,12.2,4711.2,13.7,5300.1,21,10,69,90
1813101,2-bedroom on the 19 Tumanyan str,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/f1067499-026d-4ebc-80dc-40e1340ec6b8.jpg,37,9497368,Armen,"",false,40.1827,44.5167,6,2,3,1.0,false,"",false,10,Flexible,AMD,0,0,25,4.64,4.8,4.9,4.8,4.9,4.7,4.8,6686.0,2594488.0,75.8,29600.2,0.2,0.2,18.3,7108.2,18.6,7227.0,87,6,278,365,1429.0,554885.0,82.4,31982.4,0.2,0.0,15.9,6165.4,0.0,0.0,18,0,72,90
1816460,Modern Apartment in the Amiryan str,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1816460/original/8e328ebb-b8f1-4ced-baa4-9a1ff70e6abe.jpeg,16,9497368,Armen,"",false,40.1797,44.5095,3,1,1,1.0,false,"",false,5,Moderate,AMD,0,0,17,4.76,4.8,4.8,4.7,5.0,4.9,4.9,1835.0,711050.0,74.8,29221.4,0.1,0.1,5.0,1948.1,6.6,2539.5,24,85,341,365,893.0,345502.0,79.5,30872.5,0.1,0.0,9.9,3838.9,0.0,0.0,11,0,79,90
1850353,"Spacious,bright apartment with 2 bedrooms, center",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-1850353/original/4b412168-6ef3-4eb1-9ffe-9d86e66187b0.jpeg,26,9663865,Armen,263816602:Gevorg,true,40.1787,44.5191,4,2,4,1.5,false,"",true,2,Moderate,AMD,0,0,228,4.93,5.0,5.0,4.8,5.0,5.0,4.9,15296.0,5969600.0,55.5,21663.4,0.7,0.0,41.9,16355.1,0.0,0.0,273,0,92,365,3875.0,1505334.0,57.9,22501.4,0.7,0.0,43.1,16725.9,0.0,0.0,67,0,23,90
2045257,Rent room,Entire home,entire_home,https://a0.muscache.com/im/pictures/28010179/38ae99a5_original.jpg,7,10486214,Sargis,"",false,40.1908,44.5134,4,2,4,2.0,false,"",false,3,Flexible,AMD,13,0,2,,,,,,,,701.0,269143.0,56.6,22102.3,0.0,0.0,1.9,737.4,2.1,808.2,12,32,353,365,701.0,269143.0,57.2,22229.2,0.1,0.0,7.8,2990.5,0.0,0.0,12,0,78,90
2136391,Great Apartment ARAGATS in Yerevan Downtown,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/087c2d86-d261-4b85-a0c4-b98aafb72a34.jpg,12,10902986,Levon,"",false,40.1979,44.4961,4,2,3,1.0,false,"",false,7,Strict,AMD,40,0,16,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4775.0,1859252.0,53.1,20743.3,0.3,0.3,13.1,5093.8,14.0,5452.4,92,24,273,365,985.0,381633.0,64.6,25072.8,0.2,0.2,10.9,4240.4,14.9,5782.3,15,24,75,90
2137043,"4-person apartment, terrace overlooking Mount ARARAT",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/29627511/b4697752_original.jpg,8,10902986,Levon,"",false,40.1980,44.4961,4,2,3,1.0,false,"",false,7,Strict,AMD,34,0,1,,,,,,,,645.0,247644.0,51.0,19926.4,0.0,0.0,1.8,678.5,2.6,1010.8,12,120,353,365,645.0,247644.0,52.5,20377.1,0.1,0.0,7.2,2751.6,0.0,0.0,12,0,78,90
2376209,Sunny Apartment in Central Yerevan,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/31653813/af074414_original.jpg,12,12140607,Armen,"",false,40.1874,44.5167,4,2,3,1.0,false,"",false,3,Flexible,AMD,35,0,33,4.85,4.9,5.0,4.9,5.0,4.9,4.7,2838.0,1100255.0,90.5,35365.5,0.1,0.1,7.8,3014.4,8.5,3304.1,31,32,334,365,0.0,0.0,90.8,35253.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
2676600,Cosy apartment in the city-center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/43a6fbae-102e-42ae-aa96-d325789db793.jpg,10,10434635,Astghik,"",true,40.1866,44.5252,2,,1,1.0,false,"",false,2,Flexible,AMD,15,0,99,4.86,4.9,5.0,4.8,5.0,4.9,4.9,3230.0,1254205.0,35.4,13835.8,0.2,0.3,8.8,3436.2,9.6,3721.7,86,28,279,365,275.0,107554.0,38.6,14986.6,0.1,0.1,3.1,1195.0,4.4,1734.7,6,28,84,90
2786327,4 bedrooms - Yerevan city - Small center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/f1a4332e-8f58-4c15-8a52-79fa99f29a1f.jpg,34,14254380,Lucine,"",false,40.1849,44.5104,10,4,7,3.0,false,"",false,1,Flexible,AMD,18,0,80,4.71,4.7,4.8,4.6,4.9,5.0,4.7,22239.0,8656417.0,166.4,64977.5,0.4,0.4,60.9,23716.2,69.1,26883.3,129,43,236,365,1603.0,626168.0,172.6,66985.1,0.1,0.2,17.8,6957.4,34.1,13322.7,10,43,80,90
2852078,Amazing View From a Modern Loft,Entire condo,entire_home,https://a0.muscache.com/im/pictures/36926989/10fb8c58_original.jpg,22,12140607,Armen,"",false,40.1966,44.5003,5,2,4,1.0,false,"",false,3,Flexible,AMD,25,0,5,4.4,5.0,5.0,3.8,5.0,4.4,4.6,1787.0,689998.0,67.0,26198.6,0.1,0.2,4.9,1890.4,10.1,3898.3,27,188,338,365,776.0,297936.0,66.7,25892.3,0.1,0.3,8.6,3310.4,18.5,7093.7,12,48,78,90
2893305,Jasmin apt with balcony at Republic Sq&Ruben tours,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mjg5MzMwNQ%3D%3D/original/3252d8f9-7d98-49fb-a257-9931f169d103.jpeg,30,14787873,Ruben,"",true,40.1775,44.5195,6,2,4,1.5,false,"",false,5,Strict,AMD,0,0,227,4.89,4.9,5.0,4.8,4.9,5.0,4.9,10585.0,4141453.0,62.4,24332.3,0.5,0.8,29.0,11346.4,42.9,16767.0,192,118,173,365,5196.0,2015447.0,70.1,27190.3,0.8,0.0,57.7,22393.9,0.0,0.0,75,0,15,90
3215725,Private unit in central Yerevan,Entire home,entire_home,https://a0.muscache.com/im/pictures/aefc4166-8a91-45aa-adb6-b3d920c26aba.jpg,13,16286420,Ruzanna,"",false,40.1762,44.5275,1,1,1,1.0,false,"",false,2,Flexible,AMD,0,0,11,4.73,4.5,4.7,4.8,4.9,4.5,4.5,1957.0,762578.0,22.1,8634.8,0.2,0.3,5.4,2089.3,6.0,2324.9,84,37,281,365,1486.0,578542.0,24.2,9396.3,0.7,0.0,16.5,6428.2,0.0,0.0,62,0,28,90
3263639,Three room apartment in the center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/5a576ee1-8b3c-4d59-9fce-d42ec82b57ae.jpg,14,16503440,Margarita,"",true,40.1774,44.5242,5,2,3,1.0,false,"",false,5,Strict,AMD,0,0,3,4.67,4.7,5.0,5.0,5.0,5.0,4.7,2143.0,833596.0,37.5,14653.6,0.1,0.2,5.9,2283.8,6.0,2328.5,54,7,311,365,451.0,173160.0,36.1,14014.5,0.1,0.0,5.0,1924.0,0.0,0.0,12,0,78,90
3377630,3-room apt. in the center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/cccbb9db-81b9-4524-b2be-141a3b180310.jpg,16,16503440,Margarita,"",true,40.1774,44.5258,4,2,3,1.0,false,"",false,4,Strict,AMD,0,0,13,4.77,4.7,4.7,4.7,4.7,4.8,4.8,3121.0,1215245.0,34.3,13403.9,0.2,0.3,8.6,3329.4,12.1,4710.3,87,107,278,365,0.0,0.0,35.5,13787.5,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
3466760,Luxury Apartment in the city heart on North Avenue,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/44245254/f53699cd_original.jpg,29,6125967,David,"",true,40.1836,44.5142,7,3,3,2.0,false,"",false,3,Firm,AMD,48,0,55,4.85,4.7,4.8,4.7,4.9,5.0,4.8,21925.0,8534166.0,101.8,39713.5,0.6,0.0,60.1,23381.3,0.0,0.0,210,0,155,365,7227.0,2805142.0,120.9,46857.4,0.7,0.0,80.3,31168.2,0.0,0.0,63,0,27,90
3471150,Super Location,Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/miso/Hosting-3471150/original/38b3bb30-4d3a-41bf-b627-a862940497bd.jpeg,15,10029075,Tigran,"",false,40.1819,44.5185,,,2,0.0,false,"",true,7,Flexible,AMD,0,0,49,4.61,4.8,4.9,4.7,5.0,4.9,4.7,370.0,143729.0,32.9,12844.0,0.0,0.0,1.0,393.8,1.1,414.2,11,18,354,365,0.0,0.0,33.8,13113.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
3541159,Sophistication in the City...,Entire condo,entire_home,https://a0.muscache.com/im/pictures/44686130/5c15f834_original.jpg,14,17825643,Zara,"",false,40.1852,44.5072,2,,1,1.0,false,"",false,3,Moderate,AMD,0,0,83,4.98,5.0,5.0,4.9,5.0,5.0,5.0,640.0,247765.0,37.1,14487.8,0.0,0.1,1.8,678.8,2.1,825.9,17,65,348,365,468.0,179688.0,38.7,15048.5,0.1,0.0,5.2,1996.5,0.0,0.0,12,0,78,90
3713062,"Clean, cosy and not noisy )",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/fdf47bdb-8132-4857-a1c6-af793e085411.jpg?aki_policy=medium,12,4834401,,"",false,40.1970,44.5090,2,1,1,1.0,,"",,2,,AMD,10,,3,5.0,5.0,5.0,5.0,5.0,5.0,4.7,1165.0,451990.0,28.7,11197.6,0.1,0.2,3.2,1238.3,5.8,2237.6,41,163,324,365,0.0,0.0,31.9,12377.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
4450566,Happy House!,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-4450566/original/1f40fc77-d2f8-4b3f-aee9-ee4907b541f0.jpeg,20,23097838,Alina,"",true,40.2022,44.4994,4,2,2,1.0,false,"",false,3,Flexible,AMD,10,0,23,5.0,5.0,5.0,5.0,5.0,5.0,4.9,6315.0,2447463.0,50.1,19567.2,0.3,0.6,17.3,6705.4,28.6,11074.5,125,144,240,365,2550.0,986355.0,47.5,18445.6,0.6,1.0,28.3,10959.5,46.4,17933.7,53,35,37,90
4570365,Quiet and  Cozy Apartment - Ideal location,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/cc934c1b-9fd9-4ddf-97e6-34d9e933ccca.jpg,10,23691190,Eric,"",true,40.1835,44.5085,2,1,2,1.0,false,"",false,7,Firm,AMD,25,0,43,5.0,5.0,5.0,4.9,5.0,5.0,4.9,11427.0,4473042.0,57.5,22450.1,0.6,0.6,31.3,12254.9,36.0,14110.5,202,48,163,365,1661.0,647998.0,61.1,23732.1,0.3,0.6,18.5,7200.0,33.2,12960.0,28,40,62,90
5032884,Big Family Apartment,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/3bdaa286-f7a1-44fd-8165-d38afc12b160.jpg,13,25981358,Emma,"",false,40.1996,44.5050,6,3,4,1.5,false,"",false,2,Moderate,AMD,12,0,2,,,,,,,,348.0,133608.0,28.5,11151.7,0.0,0.1,1.0,366.0,2.3,890.7,12,215,353,365,348.0,133608.0,29.1,11289.8,0.1,0.0,3.9,1484.5,0.0,0.0,12,0,78,90
5305985,Luxury apartment in the small center of the city,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/05a26319-639f-45d2-9b44-5809cbeeed35.jpg,18,8793540,Вардан,"",false,40.1925,44.5058,4,2,3,1.0,false,"",,3,Moderate,AMD,16,,3,5.0,5.0,5.0,4.7,5.0,5.0,5.0,1458.0,570735.0,72.0,28128.9,0.1,0.1,4.0,1563.7,5.3,2067.9,20,89,345,365,0.0,0.0,73.5,28531.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
5404545,ACOSS Art studio with garden in Yerevan,Entire townhouse,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-5404545/original/6d564f09-e88f-4ea0-bbf6-42f55cdf9576.jpeg,39,5878245,Mkrtich,"",true,40.2007,44.5428,3,1,2,1.0,false,"",false,4,Strict,AMD,15,0,65,4.77,4.9,4.9,4.8,5.0,4.6,4.9,1817.0,705112.0,32.2,12561.6,0.2,0.6,5.0,1931.8,18.4,7122.3,64,266,301,365,0.0,0.0,42.1,16349.1,0.0,0.0,0.0,0.0,0.0,0.0,0,90,90,90
5428830,Modern 2 Bedroom Apartment - Centre with balcony,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/67753931/56be198c_original.jpg,19,19382732,Monika,"",true,40.1828,44.5086,4,2,4,1.5,false,"",false,4,Moderate,AMD,37,0,39,4.92,5.0,5.0,4.9,5.0,5.0,4.9,14296.0,5548650.0,79.8,31143.5,0.5,0.5,39.2,15201.8,42.5,16513.8,173,29,192,365,4924.0,1908344.0,78.0,30306.5,0.7,0.0,54.7,21203.8,0.0,0.0,63,0,27,90
5521853,Very good house in a luxury place,Entire villa,entire_home,https://a0.muscache.com/im/pictures/60aa01a5-5110-4bb9-b308-3da73e5740b0.jpg,45,28635686,Hasmik,"",false,40.1970,44.5277,16,5,10,4.5,false,"",false,2,Firm,AMD,0,0,18,4.94,4.8,5.0,5.0,4.9,4.9,4.8,53554.0,2.0762549E7,372.5,145598.8,0.4,0.5,146.7,56883.7,182.8,70861.9,142,72,223,365,2459.0,944109.0,343.7,133492.1,0.1,0.0,27.3,10490.1,0.0,0.0,7,0,83,90
5662119,Studio Komitas 3 Sunny room,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/70472207/98cc0d31_original.jpg,8,29352716,Arman,"",false,40.2005,44.4961,2,,1,1.0,false,"",false,3,Moderate,AMD,0,0,8,4.38,4.8,4.9,4.6,5.0,4.8,4.4,350.0,134376.0,28.6,11157.0,0.0,0.3,1.0,368.2,8.5,3277.5,12,324,353,365,350.0,134376.0,28.8,11185.6,0.1,0.3,3.9,1493.1,8.8,3359.4,12,50,78,90
5692181,Modern Apt in the Heart of Yerevan (Cascade Area),Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/a7dce610-8817-4a10-9717-4036fa84e728.jpg,21,29511009,Jane,"",false,40.1890,44.5158,2,1,1,1.0,false,"",false,9,Strict,AMD,0,0,40,4.75,4.8,4.9,4.5,4.8,5.0,4.8,7342.0,2850254.0,43.6,17010.3,0.5,0.7,20.1,7808.9,29.8,11586.4,165,119,200,365,2319.0,901937.0,47.3,18361.6,0.6,0.7,25.8,10021.5,33.6,13071.6,50,21,40,90
5742544,"Center, near Piazza République",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/48a68c01-ae93-4dcb-8552-6e9abd0baf3a.jpg,57,29784109,Armine,"",false,40.1695,44.5138,5,2,4,1.0,false,"",false,2,Moderate,AMD,0,0,17,4.59,4.8,4.9,4.9,4.9,4.7,4.7,716.0,274896.0,60.7,23727.8,0.0,0.0,2.0,753.1,2.3,869.9,12,49,353,365,716.0,274896.0,61.4,23853.6,0.1,0.0,8.0,3054.4,0.0,0.0,12,0,78,90
5769660,1 Bedroom Apartment near Republic Square,Entire rental unit,entire_home,https://z1.muscache.cn/im/pictures/e0dbe57a-4c9b-44e8-a99d-5e66d368d84a.jpg?aki_policy=medium,21,29932495,,"",false,40.1795,44.5193,3,1,2,1.0,,"",,2,,AMD,,,20,4.7,4.8,4.8,4.8,4.8,5.0,4.9,850.0,329907.0,36.4,14204.0,0.1,0.0,2.3,903.9,0.0,0.0,19,0,346,365,0.0,0.0,30.1,11694.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
5877011,Best price at best place in Yerevan,Entire rental unit,entire_home,https://z1.muscache.cn/im/pictures/76748506/b1424aa4_original.jpg?aki_policy=medium,41,28028154,,"",true,40.1878,44.5127,4,1,2,1.0,,"",,2,Strict,AMD,,,232,4.91,5.0,4.9,4.9,4.9,5.0,4.9,1718.0,666537.0,55.4,21632.3,0.1,0.0,4.7,1826.1,0.0,0.0,33,0,332,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
5883137,Nice apartment on Nothern avenue,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/c2c2389e-81f7-4e43-b569-67ac834b65b9.jpg,16,30551617,Gayane,"",false,40.1820,44.5154,4,2,3,1.5,false,"",false,14,Strict,AMD,20,0,11,4.73,4.7,4.6,4.8,4.5,5.0,4.8,1405.0,541715.0,99.4,38837.1,0.0,0.0,3.8,1484.2,4.5,1725.2,14,51,351,365,1204.0,462264.0,99.4,38615.3,0.1,0.0,13.4,5136.3,0.0,0.0,12,0,78,90
5966597,Nice house in the centre of Yerevan nearby Cascade,Entire home,entire_home,https://a0.muscache.com/im/pictures/204db8c7-f4fa-422b-8d0a-d3dafabea4cb.jpg,40,30971980,Arpine,"",false,40.1923,44.5140,8,4,7,4.5,false,"",true,4,Flexible,AMD,50,0,81,4.75,4.8,4.9,4.7,4.7,4.8,4.8,20413.0,7936438.0,121.8,47552.6,0.4,0.5,55.9,21743.7,61.5,23904.9,158,33,207,365,8477.0,3285578.0,148.3,57513.9,0.6,0.0,94.2,36506.4,0.0,0.0,55,0,35,90
6094996,PentHouse  with terrace  in city center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/95843445/d580ac1b_original.jpg,56,25857106,Vahe,"",false,40.1884,44.5248,8,3,7,1.0,false,"",true,1,Flexible,AMD,15,0,63,4.95,5.0,4.9,5.0,5.0,5.0,4.9,1055.0,413980.0,95.3,37231.7,0.0,0.1,2.9,1134.2,12.6,4928.3,11,281,354,365,310.0,119022.0,100.3,38958.2,0.0,0.2,3.4,1322.5,25.8,9918.5,3,78,87,90
6230008,Modern Studio Apartment Downtown,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjIzMDAwOA==/original/606f2728-0b19-4426-baeb-3da1af83c941.jpeg,35,32317977,Anahid,"",false,40.1828,44.5167,2,,2,1.0,false,"",true,2,Flexible,AMD,0,0,8,4.75,5.0,5.0,4.5,5.0,5.0,4.9,3534.0,1383259.0,46.0,18021.2,0.2,0.3,9.7,3789.8,12.0,4705.0,76,71,289,365,2524.0,986080.0,46.1,17908.1,0.6,1.0,28.0,10956.4,46.7,18260.7,54,36,36,90
6246078,Vernisaj 2 bedr. apt at Republic Sq & Ruben tours,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjI0NjA3OA%3D%3D/original/0166255e-654b-4485-b585-84d648083c89.jpeg,34,14787873,Ruben,"",true,40.1759,44.5175,6,2,4,1.5,false,"",true,5,Strict,AMD,0,0,200,4.9,5.0,4.9,4.8,5.0,4.9,4.9,17983.0,7015340.0,62.3,24288.4,0.8,0.8,49.3,19220.1,51.5,20101.3,286,16,79,365,5044.0,1957097.0,66.7,25858.5,0.9,0.0,56.0,21745.5,0.0,0.0,77,0,13,90
6393720,Aygestan Comfort,Entire home,entire_home,https://a0.muscache.com/im/pictures/80086126/3bd378d7_original.jpg,12,30835905,Vahe,"",false,40.1805,44.5302,4,1,3,1.0,false,"",false,2,Flexible,AMD,6,0,24,4.83,5.0,4.8,4.9,4.7,4.5,4.9,1659.0,644713.0,18.4,7186.5,0.2,0.4,4.5,1766.3,8.3,3223.6,88,165,277,365,1394.0,541934.0,18.9,7341.4,0.8,0.9,15.5,6021.5,16.8,6529.3,73,7,17,90
6570162,Studio-apartm. in center near Republic square.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/f37dc761-abe0-4974-b3f2-5ea4576162c3.jpg,50,7716199,Klara,"",false,40.1782,44.5193,2,,1,1.0,false,"",false,30,Moderate,AMD,35,5,46,4.93,4.9,5.0,5.0,4.9,5.0,4.9,458.0,175848.0,38.4,15000.8,0.0,0.1,1.3,481.8,1.9,745.1,12,129,353,365,458.0,175848.0,39.3,15258.6,0.1,0.0,5.1,1953.9,0.0,0.0,12,0,78,90
7057595,Separate studio the near Republic Squere,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/a4920254-a149-4132-ba5b-a635c7fbcebe.jpg,13,37013374,Diana Hovakimyan,"",false,40.1707,44.5138,2,1,2,1.0,false,"",false,1,Flexible,AMD,0,0,184,4.84,4.8,4.8,4.6,5.0,4.9,4.8,2040.0,796315.0,32.7,12776.0,0.2,0.2,5.6,2181.7,5.8,2281.7,60,16,305,365,582.0,225805.0,40.4,15676.3,0.2,0.2,6.5,2508.9,7.9,3051.4,14,16,76,90
7154754,Studio Apartment 24 Sarian Street,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/97032665/e0c142d3_original.jpg?aki_policy=medium,11,37469183,,"",false,40.1832,44.5041,2,1,2,1.0,,"",,4,Moderate,AMD,,,43,4.79,4.9,5.0,4.9,5.0,4.9,4.7,2785.0,1080818.0,42.6,16628.9,0.2,0.2,7.6,2961.1,7.8,3027.5,67,8,298,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90,90
7296495,Welcoming apt on Abovyan str.,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/92571533/e1dd9654_original.jpg,16,37525836,Ruzan,"",false,40.1834,44.5180,2,1,2,1.0,false,"",true,3,Firm,AMD,0,0,28,5.0,4.9,4.9,5.0,5.0,5.0,4.8,8506.0,3312462.0,57.8,22590.0,0.4,0.4,23.3,9075.2,23.8,9278.6,145,8,220,365,2632.0,1025098.0,56.9,22105.7,0.5,0.0,29.2,11390.0,0.0,0.0,48,0,42,90
7305779,Apart hotel near Republic of squere,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/f0c1a84c-dc4c-425f-a27d-4c047836499a.jpg,12,37013374,Diana Hovakimyan,"",false,40.1703,44.5156,2,,4,1.0,false,"",false,1,Flexible,AMD,0,0,46,4.78,4.8,4.7,4.6,4.8,5.0,4.8,1432.0,560357.0,29.5,11505.2,0.1,0.0,3.9,1535.2,0.0,0.0,53,0,312,365,277.0,108168.0,38.4,14891.0,0.1,0.0,3.1,1201.9,0.0,0.0,8,0,82,90
7356214,New and comfy apartment just in the city center,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/19786bc3-deef-4b29-bb01-7f48bcd00a4d.jpg,8,17404160,Grisha,"",true,40.1788,44.5174,3,2,2,1.0,false,"",true,2,Flexible,AMD,0,0,15,4.6,4.6,4.9,4.5,4.8,4.9,4.7,4387.0,1715423.0,48.5,18934.0,0.2,0.3,12.0,4699.8,13.5,5262.0,88,39,277,365,738.0,287964.0,43.6,16941.1,0.2,0.3,8.2,3199.6,14.2,5537.8,17,38,73,90
7764503,Opera Apartment in centre,Entire serviced apartment,entire_home,https://a0.muscache.com/im/pictures/hosting/Hosting-7764503/original/ccbb71cd-0a69-4e1e-b248-52fbabf92926.jpeg,59,40833948,Elena,"",true,40.1862,44.5118,3,1,1,1.5,false,"",false,1,Strict,AMD,25,0,227,4.94,4.9,4.9,4.9,4.9,5.0,4.9,13275.0,5184519.0,64.7,25262.5,0.6,0.7,36.4,14204.2,42.3,16511.2,209,51,156,365,1794.0,697836.0,75.8,29416.6,0.3,0.6,19.9,7753.7,46.0,17893.2,25,51,65,90
