price,condition,district,max_floor,street,num_rooms,region,area,num_bathrooms,building_type,floor,ceiling_height
120000.0,newly repaired,Arabkir,3,Mamikoniants St,3,Yerevan,105.0,1,stone,2,2.8
110000.0,newly repaired,Center,14,Agatangeghos St,3,Yerevan,90.0,1,panel,5,3.0
110000.0,newly repaired,Center,15,Aram St,2,Yerevan,55.0,1,monolit,11,3.0
130000.0,newly repaired,Center,4,Charents St,4,Yerevan,125.0,2,stone,4,3.0
65000.0,newly repaired,Center,3,Tigran Mets Ave,4,Yerevan,100.0,1,stone,2,2.8
62000.0,good,Arabkir,5,Baghramyan av(Arabkir),2,Yerevan,60.0,1,stone,4,3.2
130000.0,good,Center,4,Abovyan St,4,Yerevan,110.0,2,stone,2,3.2
65000.0,newly repaired,Center,11,Agatangeghos St,3,Yerevan,87.0,1,other,3,2.8
68000.0,good,Arabkir,9,Komitas Ave,3,Yerevan,79.0,1,panel,6,2.8
38000.0,newly repaired,Malatia-Sebastia,10,A. Babajanyan St,2,Yerevan,68.0,1,panel,5,2.8
73000.0,zero condition,Arabkir,18,Arabkir 43 St,3,Yerevan,108.0,1,monolit,13,3.2
199999.0,newly repaired,Center,11,Aram St,3,Yerevan,83.0,2,monolit,5,3.0
32000.0,good,Erebuni,9,Avanesov St,3,Yerevan,77.0,1,panel,7,2.8
78900.0,good,Arabkir,13,Arabkir 19 St,3,Yerevan,91.0,1,panel,9,2.8
250000.0,zero condition,Center,14,Aram St,3,Yerevan,135.0,2,monolit,7,3.2
185000.0,newly repaired,Arabkir,5,N. Zaryan St,4,Yerevan,119.0,1,monolit,2,3.0
55000.0,newly repaired,Avan,14,Avan-Arinj 1 micro,3,Yerevan,98.0,1,panel,5,2.8
100000.0,newly repaired,Center,5,Saryan St,2,Yerevan,70.0,2,stone,4,3.2
70000.0,good,Arabkir,5,Babayan St,4,Yerevan,136.0,1,stone,4,2.8
95000.0,newly repaired,Arabkir,9,Komitas Ave,3,Yerevan,93.0,2,panel,6,2.8
120000.0,newly repaired,Center,11,Tumanyan St,2,Yerevan,64.0,1,panel,5,2.8
58500.0,newly repaired,Nor Norq,5,Totovents St,3,Yerevan,126.0,1,stone,1,2.8
150000.0,newly repaired,Center,4,Tumanyan St,3,Yerevan,90.0,1,stone,2,3.2
97000.0,newly repaired,Center,12,Teryan St,2,Yerevan,72.0,1,other,4,2.8
155000.0,newly repaired,Arabkir,19,Komitas Ave,4,Yerevan,120.0,1,monolit,7,3.2
80000.0,newly repaired,Arabkir,14,Artsruni St,3,Yerevan,81.0,2,panel,9,2.8
34000.0,good,Avan,9,Hovhannisyan distrct,1,Yerevan,54.0,1,other,8,2.8
75000.0,newly repaired,Vahagni district,4,Vahakni District,2,Yerevan,70.0,1,monolit,3,3.0
78000.0,newly repaired,Center,5,Bayron St,3,Yerevan,78.0,1,stone,1,2.8
48800.0,zero condition,Arabkir,17,Komitas Ave,2,Yerevan,61.0,1,monolit,8,3.0
70000.0,newly repaired,Center,10,Hin yerevantsi St,1,Yerevan,46.0,1,panel,6,2.8
37000.0,good,Shengavit,5,Nizami St,1,Yerevan,48.0,1,stone,1,2.8
50000.0,newly repaired,Avan,9,Duryan disrtict,3,Yerevan,72.0,2,panel,3,2.8
65000.0,newly repaired,Arabkir,3,Azatutyan alley,2,Yerevan,76.0,1,stone,1,3.0
112000.0,good,Arabkir,3,Shirvanzade St,4,Yerevan,107.0,1,stone,3,2.8
125000.0,newly repaired,Center,4,Mashtots Ave,3,Yerevan,71.0,2,stone,2,3.2
110000.0,newly repaired,Arabkir,6,Adonts St,3,Yerevan,130.0,1,stone,5,3.0
65000.0,newly repaired,Davtashen,16,Mikoyan St,4,Yerevan,105.0,1,monolit,5,3.0
60000.0,newly repaired,Center,10,Kajaznuni St,2,Yerevan,71.0,2,panel,4,2.8
65000.0,newly repaired,Arabkir,5,Komitas Ave,3,Yerevan,78.0,1,stone,5,2.8
85000.0,newly repaired,Center,5,Sayat Nova Ave,2,Yerevan,40.0,1,stone,3,2.8
110000.0,newly repaired,Center,8,Verin Antarayin,3,Yerevan,85.0,1,other,6,3.2
58000.0,newly repaired,Arabkir,5,Griboedov St,3,Yerevan,54.0,1,monolit,1,3.0
37000.0,good,Arabkir,5,Azatutyan Ave,1,Yerevan,38.0,1,stone,2,3.2
75000.0,newly repaired,Arabkir,14,Hovsep Emin St,3,Yerevan,76.0,1,panel,7,2.8
130000.0,newly repaired,Arabkir,17,N. Zaryan St,3,Yerevan,107.0,2,monolit,15,3.0
80000.0,newly repaired,Arabkir,5,A. Khachatrian St,3,Yerevan,78.0,1,stone,4,2.8
64000.0,good,Arabkir,4,N. Tigranyan St,2,Yerevan,70.0,1,stone,4,3.0
67000.0,newly repaired,Arabkir,9,N. Tigranyan St,3,Yerevan,68.0,1,panel,2,2.8
55000.0,newly repaired,Qanaqer-Zeytun,4,M. Avetisyan St,3,Yerevan,74.0,1,stone,4,2.6
85000.0,newly repaired,Center,5,Nalbandyan St,1,Yerevan,35.0,1,stone,3,3.2
150000.0,good,Center,6,Sayat Nova Ave,2,Yerevan,70.0,1,stone,4,2.8
45000.0,newly repaired,Arabkir,5,Kievyan St,1,Yerevan,36.0,1,stone,2,3.0
67000.0,newly repaired,Shengavit,5,Arshakunyats Ave,2,Yerevan,72.0,1,stone,5,3.2
105000.0,good,Center,6,Aram St,2,Yerevan,98.0,1,stone,5,2.8
38000.0,newly repaired,Achapnyak,4,Margaryan St,3,Yerevan,71.0,1,stone,1,2.8
260000.0,newly repaired,Center,17,Sayat Nova Ave,3,Yerevan,140.0,2,monolit,15,3.0
110000.0,newly repaired,Arabkir,13,Mamikoniants St,3,Yerevan,94.0,1,monolit,3,2.8
85000.0,newly repaired,Center,4,Nalbandyan St,2,Yerevan,35.0,1,stone,3,2.8
125000.0,newly repaired,Center,4,Abovyan St,3,Yerevan,87.0,1,stone,2,3.2
130000.0,good,Center,4,Teryan St,2,Yerevan,58.0,1,stone,2,2.8
43000.0,newly repaired,Center,14,Argishti St,1,Yerevan,35.0,1,panel,12,3.0
175000.0,newly repaired,Center,9,Ler. Kamsar St,4,Yerevan,125.0,2,monolit,9,3.0
170000.0,good,Center,8,Tumanyan St,4,Yerevan,141.0,1,panel,7,3.0
68000.0,newly repaired,Davtashen,9,Davtashen 2 district,3,Yerevan,76.0,1,panel,5,2.8
45000.0,good,Arabkir,5,Sundukyan St,2,Yerevan,66.0,1,stone,1,2.8
55000.0,newly repaired,Malatia-Sebastia,9,Raffi St,2,Yerevan,65.0,1,panel,5,2.8
40000.0,zero condition,Malatia-Sebastia,6,A. Babajanyan St,2,Yerevan,42.0,1,other,2,3.0
49000.0,newly repaired,Malatia-Sebastia,9,Raffi St,3,Yerevan,85.0,1,panel,3,2.8
49000.0,newly repaired,Erebuni,9,Khaghagh Don St,4,Yerevan,85.0,1,panel,6,2.8
50000.0,good,Arabkir,5,Vratsakan St,2,Yerevan,62.0,1,stone,1,2.8
44000.0,newly repaired,Nor Norq,5,Moldovakan St,2,Yerevan,51.0,1,panel,3,2.8
40000.0,good,Achapnyak,5,Hasratyan st.,3,Yerevan,75.0,1,stone,1,2.8
120000.0,newly repaired,Center,5,D. Demirchyan St,3,Yerevan,100.0,1,stone,2,3.2
85000.0,newly repaired,Arabkir,4,Komitas Ave,3,Yerevan,110.0,1,stone,4,2.8
75000.0,good,Center,4,Tigran Mets Ave,4,Yerevan,126.0,1,stone,4,3.2
140000.0,newly repaired,Arabkir,16,N. Zaryan St,3,Yerevan,122.0,2,monolit,14,3.0
210000.0,good,Center,6,Verin Antarayin,3,Yerevan,105.0,1,monolit,2,2.8
66000.0,newly repaired,Arabkir,5,Hr.Kochar St,3,Yerevan,80.0,1,stone,1,2.8
59000.0,good,Center,4,Tigran Mets Ave,2,Yerevan,70.0,1,stone,2,2.8
50000.0,newly repaired,Malatia-Sebastia,14,Z.Andranik St,3,Yerevan,80.0,1,panel,1,2.8
155000.0,newly repaired,Center,6,Sayat Nova Ave,4,Yerevan,110.0,1,stone,6,3.2
180000.0,newly repaired,Center,5,Charents St,4,Yerevan,100.0,2,stone,4,2.8
170000.0,newly repaired,Center,15,Aram St,3,Yerevan,100.0,1,monolit,6,3.0
109000.0,newly repaired,Arabkir,5,V.Papazyan St,3,Yerevan,92.0,1,stone,2,2.8
51000.0,newly repaired,Center,14,E. Qochar St,2,Yerevan,64.0,1,panel,5,2.8
72000.0,newly repaired,Center,13,Nalbandyan St,3,Yerevan,78.0,1,panel,12,2.8
47000.0,good,Arabkir,5,Komitas Ave,2,Yerevan,51.0,1,other,1,2.8
48000.0,good,Arabkir,5,Gyulbenkyan St,2,Yerevan,62.0,1,stone,2,2.8
90000.0,good,Center,8,Verin Antarayin,3,Yerevan,84.0,1,monolit,6,2.8
75000.0,newly repaired,Center,12,NarDos St,3,Yerevan,78.0,2,other,2,2.8
71000.0,newly repaired,Avan,14,Tsarav Aghbyur St,3,Yerevan,105.0,1,monolit,14,3.2
40000.0,newly repaired,Center,11,Saryan St,1,Yerevan,39.0,1,panel,11,2.8
60000.0,newly repaired,Arabkir,14,Griboedov St,2,Yerevan,50.0,1,monolit,13,3.0
45000.0,good,Davtashen,9,Davtashen 3 district,3,Yerevan,75.0,1,panel,5,2.8
100000.0,newly repaired,Arabkir,12,Mamikoniants St,3,Yerevan,115.0,1,monolit,10,3.0
115000.0,newly repaired,Center,5,Sayat Nova Ave,3,Yerevan,72.0,1,stone,3,3.0
55000.0,good,Malatia-Sebastia,9,Z.Andranik St,3,Yerevan,84.0,1,panel,5,2.8
80000.0,newly repaired,Arabkir,4,Komitas Ave,3,Yerevan,80.0,1,stone,3,2.8
68000.0,newly repaired,Arabkir,5,Aghbyur Serob St,4,Yerevan,95.0,2,other,1,3.0
105000.0,newly repaired,Center,5,Abovyan St,1,Yerevan,38.0,1,stone,2,2.8
150000.0,newly repaired,Center,5,Bayron St,3,Yerevan,85.0,1,stone,4,3.0
65000.0,newly repaired,Arabkir,5,A. Khachatrian St,3,Yerevan,80.0,1,stone,1,2.8
52000.0,good,Qanaqer-Zeytun,16,Rubinyants St,3,Yerevan,90.0,1,panel,16,2.8
35000.0,newly repaired,Achapnyak,4,Halabyan St,2,Yerevan,60.0,1,stone,4,2.8
160000.0,newly repaired,Center,15,Argishti St,4,Yerevan,112.0,2,monolit,2,3.0
145000.0,newly repaired,Center,6,Moskovyan St,3,Yerevan,96.0,2,stone,5,3.2
95000.0,zero condition,Center,5,Tumanyan St,2,Yerevan,74.0,1,stone,2,3.0
57000.0,newly repaired,Arabkir,5,Kievyan St,2,Yerevan,40.0,1,stone,3,3.0
220000.0,newly repaired,Center,6,Mashtots Ave,3,Yerevan,113.0,1,stone,5,3.2
90000.0,good,Arabkir,9,Adonts St,3,Yerevan,87.0,2,stone,3,3.0
62000.0,good,Arabkir,7,Baghramyan av(Arabkir),2,Yerevan,48.0,1,stone,5,2.8
79000.0,newly repaired,Center,5,Abovyan St,2,Yerevan,35.0,1,stone,5,2.8
37000.0,newly repaired,Center,12,Arshakunyats Ave,2,Yerevan,40.0,1,other,9,2.8
100000.0,good,Center,10,E. Qochar St,3,Yerevan,96.0,1,panel,6,2.8
46000.0,good,Shengavit,10,Mayisi 9 St,3,Yerevan,100.0,1,panel,8,2.8
125000.0,newly repaired,Arabkir,1,Hambardzumyan St,3,Yerevan,91.0,3,other,0,3.0
56500.0,newly repaired,Shengavit,4,Garegin Nzhdeh Ave,2,Yerevan,86.0,1,stone,4,3.2
150000.0,newly repaired,Center,14,Amiryan St,2,Yerevan,70.0,2,monolit,8,3.2
150000.0,newly repaired,Center,5,Tumanyan St,2,Yerevan,65.0,2,stone,2,3.2
46000.0,newly repaired,Qanaqer-Zeytun,5,Rubinyants St,2,Yerevan,59.0,1,stone,4,2.8
149000.0,newly repaired,Center,5,Teryan St,1,Yerevan,47.0,1,stone,2,3.2
155000.0,good,Center,6,Tumanyan St,3,Yerevan,100.0,1,stone,6,3.0
35000.0,good,Achapnyak,4,Fuchik 2 alley,2,Yerevan,50.0,1,stone,4,2.6
39000.0,good,Shengavit,9,Chexov St,2,Yerevan,67.0,1,other,8,2.8
115000.0,good,Center,5,Nalbandyan St,3,Yerevan,96.0,1,stone,5,2.8
100000.0,newly repaired,Arabkir,5,Kasyan St,3,Yerevan,130.0,2,stone,2,3.2
65000.0,good,Center,9,Vardanants St,3,Yerevan,80.0,1,panel,4,2.8
45000.0,newly repaired,Arabkir,5,Hovsep Emin St,2,Yerevan,44.0,1,stone,4,2.8
190000.0,newly repaired,Center,13,Yekmalyan St,3,Yerevan,135.0,2,monolit,12,3.0
145000.0,newly repaired,Center,5,Bayron St,3,Yerevan,85.0,1,stone,4,3.0
90000.0,newly repaired,Center,5,Moskovyan St,2,Yerevan,70.0,2,stone,2,2.8
65000.0,newly repaired,Arabkir,6,Hakobyan St,2,Yerevan,47.0,1,stone,6,3.0
39000.0,good,Nor Norq,5,S. Safaryan St,3,Yerevan,80.0,1,panel,1,2.8
36000.0,good,Nor Norq,9,Norq 7 p,4,Yerevan,100.0,1,panel,9,2.8
220000.0,newly repaired,Center,10,Teryan St,3,Yerevan,100.0,1,panel,9,2.8
48000.0,newly repaired,Arabkir,5,Komitas Ave,1,Yerevan,28.0,1,stone,2,2.8
45000.0,newly repaired,Achapnyak,14,Shiraz St,2,Yerevan,78.0,1,panel,4,2.8
250000.0,newly repaired,Center,10,Northern Ave,2,Yerevan,100.0,1,monolit,10,2.8
55000.0,good,Shengavit,10,Chexov St,3,Yerevan,104.0,1,panel,6,2.8
89000.0,newly repaired,Center,4,Nalbandyan St,2,Yerevan,40.0,1,stone,4,3.0
178200.0,zero condition,Center,10,Nalbandyan St,3,Yerevan,132.0,1,monolit,10,3.0
100000.0,good,Arabkir,16,N. Zaryan St,3,Yerevan,114.0,3,other,9,3.0
55000.0,good,Avan,11,Avan-Arinj 1 micro,3,Yerevan,98.0,1,panel,4,2.8
71000.0,good,Arabkir,9,Sundukyan St,3,Yerevan,88.0,3,monolit,5,2.8
55000.0,good,Arabkir,5,A. Khachatrian St,2,Yerevan,57.0,1,stone,4,2.8
40000.0,good,Malatia-Sebastia,16,Z.Andranik St,3,Yerevan,94.0,1,panel,12,2.8
71000.0,newly repaired,Davtashen,9,Davtashen 3 district,3,Yerevan,98.0,1,panel,2,2.8
75000.0,newly repaired,Arabkir,9,A. Avetisyan St,2,Yerevan,58.0,1,monolit,2,2.8
82000.0,good,Arabkir,5,Azatutyan Ave,3,Yerevan,100.0,1,stone,3,3.0
63000.0,good,Arabkir,11,Sose St,3,Yerevan,80.0,2,panel,6,2.8
77000.0,newly repaired,Arabkir,16,A. Khachatrian St,3,Yerevan,80.0,1,stone,15,3.0
65000.0,newly repaired,Qanaqer-Zeytun,14,Rubinyants St,3,Yerevan,94.0,1,panel,6,2.8
43000.0,newly repaired,Center,5,Tigran Mets Ave,1,Yerevan,34.0,1,stone,2,3.0
145000.0,good,Center,7,Saryan St,4,Yerevan,123.0,1,stone,3,2.8
69000.0,newly repaired,Arabkir,5,Vratsakan St,2,Yerevan,120.0,1,stone,1,2.8
120000.0,newly repaired,Center,9,Tumanyan St,3,Yerevan,64.0,1,panel,5,2.8
149000.0,newly repaired,Arabkir,6,Sevqareci Saqo St,4,Yerevan,133.0,1,monolit,3,2.8
105000.0,newly repaired,Center,5,Charents St,3,Yerevan,70.0,1,stone,5,2.8
39000.0,good,Avan,9,Avan-Arinj 1 micro,3,Yerevan,80.0,1,panel,2,2.8
90000.0,newly repaired,Center,9,Zakyan St,2,Yerevan,70.0,1,panel,6,2.8
160000.0,newly repaired,Center,23,Vardanants St,2,Yerevan,88.0,1,monolit,6,3.0
45000.0,newly repaired,Center,10,Agatangeghos St,1,Yerevan,42.0,1,panel,7,2.8
48000.0,newly repaired,Nor Norq,5,Nansen St,2,Yerevan,58.0,1,stone,4,2.8
60000.0,newly repaired,Center,14,Argishti St,2,Yerevan,54.0,1,other,12,3.0
149000.0,newly repaired,Center,16,Aram St,3,Yerevan,80.0,1,monolit,13,3.0
85000.0,good,Center,4,H. Shahinyan St,3,Yerevan,80.0,1,stone,1,3.0
55000.0,good,Achapnyak,4,Margaryan St,4,Yerevan,89.0,1,stone,2,2.8
43000.0,newly repaired,Erebuni,9,Khaghagh Don St,4,Yerevan,89.0,2,panel,7,3.0
59000.0,newly repaired,Qanaqer-Zeytun,9,Sevak St,3,Yerevan,78.0,1,panel,9,2.8
60000.0,good,Nor Norq,5,Moldovakan St,4,Yerevan,72.0,1,stone,1,2.8
67000.0,newly repaired,Avan,14,Tsarav Aghbyur St,2,Yerevan,72.0,1,panel,10,2.8
39000.0,newly repaired,Erebuni,9,Rostovyan St,1,Yerevan,45.0,1,panel,2,2.8
115000.0,newly repaired,Arabkir,18,Keri St,3,Yerevan,103.0,2,monolit,11,3.0
120000.0,newly repaired,Arabkir,5,A. Khachatrian St,4,Yerevan,98.0,2,stone,2,2.8
320000.0,newly repaired,Arabkir,10,Arabkir 27 St,3,Yerevan,120.0,1,monolit,5,3.0
100000.0,newly repaired,Avan,13,Tsarav Aghbyur St,4,Yerevan,130.0,2,monolit,11,3.0
300000.0,newly repaired,Arabkir,11,Komitas Ave,3,Yerevan,140.0,1,monolit,10,3.2
52000.0,newly repaired,Achapnyak,14,Nazarbekyan district,3,Yerevan,85.0,1,panel,11,2.8
44000.0,newly repaired,Arabkir,5,V.Papazyan St,3,Yerevan,60.0,1,stone,5,2.8
52000.0,good,Davtashen,9,Davtashen 2 district,3,Yerevan,96.0,1,panel,3,2.8
40000.0,good,Qanaqer-Zeytun,5,Davit Anhaxt St,1,Yerevan,47.0,1,stone,4,2.8
44000.0,good,Achapnyak,16,Bashinjaxyan St,3,Yerevan,84.0,1,panel,10,2.8
63000.0,zero condition,Center,7,D. Demirchyan St,2,Yerevan,52.0,1,monolit,3,2.8
85000.0,newly repaired,Center,11,Agatangeghos St,4,Yerevan,95.0,1,panel,8,2.8
75000.0,good,Arabkir,9,Arabkir 19 St,4,Yerevan,98.0,2,panel,6,2.8
47000.0,newly repaired,Erebuni,9,Khaghagh Don St,4,Yerevan,89.0,2,panel,7,2.8
115000.0,good,Center,5,Moskovyan St,1,Yerevan,92.0,1,stone,2,3.2
55000.0,newly repaired,Arabkir,9,A. Khachatrian St,3,Yerevan,76.0,1,panel,2,2.8
95000.0,good,Center,16,Baghramyan Ave (Kentron),3,Yerevan,97.0,1,monolit,4,2.8
110000.0,good,Center,4,Sayat Nova Ave,3,Yerevan,90.0,1,stone,2,3.2
40000.0,good,Achapnyak,4,Estonakan St,3,Yerevan,80.0,1,stone,1,2.8
57000.0,newly repaired,Arabkir,12,Azatutyan Ave,2,Yerevan,50.0,1,other,5,2.8
38000.0,good,Nor Norq,5,Baxyan St,2,Yerevan,60.0,1,stone,1,2.8
50000.0,good,Malatia-Sebastia,9,Raffi St,3,Yerevan,91.0,1,panel,3,2.8
38000.0,newly repaired,Achapnyak,9,Nazarbekyan district,3,Yerevan,98.0,1,panel,5,2.8
35000.0,good,Shengavit,5,Mantashyan St.,1,Yerevan,46.0,1,stone,5,2.8
190000.0,zero condition,Center,15,Aram St,4,Yerevan,136.0,2,monolit,13,3.2
50000.0,newly repaired,Davtashen,9,Davtashen 2 district,1,Yerevan,70.0,1,panel,1,2.8
45000.0,good,Avan,9,Duryan disrtict,4,Yerevan,90.0,1,panel,6,2.8
76500.0,newly repaired,Arabkir,5,Baghramyan av(Arabkir),2,Yerevan,66.0,1,stone,4,2.8
78000.0,good,Arabkir,9,Orbeli Yeghbayrner   St,3,Yerevan,97.0,1,panel,3,2.8
75000.0,newly repaired,Center,5,Tumanyan St,2,Yerevan,40.0,1,stone,2,2.8
55000.0,good,Malatia-Sebastia,14,Raffi St,3,Yerevan,93.0,1,panel,2,2.8
93000.0,newly repaired,Center,4,Saryan St,2,Yerevan,54.0,1,stone,3,3.0
58000.0,good,Center,12,E. Qochar St,3,Yerevan,81.0,1,panel,10,2.8
42800.0,newly repaired,Malatia-Sebastia,9,A. Babajanyan St,3,Yerevan,78.0,1,panel,9,2.8
41000.0,good,Achapnyak,4,Shinararner St,3,Yerevan,72.0,1,stone,1,2.8
90000.0,good,Arabkir,14,N. Zaryan St,2,Yerevan,74.0,1,monolit,5,2.8
97000.0,newly repaired,Center,10,Saryan St,2,Yerevan,71.0,1,panel,2,2.8
41000.0,good,Shengavit,4,Chexov St,3,Yerevan,71.0,1,stone,3,3.2
59000.0,newly repaired,Arabkir,9,A. Khachatrian St,3,Yerevan,80.0,1,panel,8,2.8
45000.0,good,Davtashen,9,Davtashen 2 district,3,Yerevan,72.0,1,panel,8,2.8
45000.0,good,Arabkir,4,Komitas Ave,1,Yerevan,39.0,1,stone,3,3.2
67000.0,newly repaired,Arabkir,5,Komitas Ave,2,Yerevan,65.0,1,stone,4,2.8
95000.0,newly repaired,Center,9,Khanjyan St,3,Yerevan,88.0,1,panel,7,2.8
49000.0,newly repaired,Arabkir,5,A. Khachatrian St,2,Yerevan,45.0,1,stone,4,2.8
42000.0,good,Malatia-Sebastia,5,Sebastia str,4,Yerevan,96.0,1,stone,5,2.8
53000.0,newly repaired,Erebuni,5,Avanesov St,4,Yerevan,93.0,1,stone,3,2.8
92000.0,zero condition,Arabkir,15,Komitas Ave,4,Yerevan,125.0,1,monolit,5,3.2
46000.0,newly repaired,Achapnyak,14,Shiraz St,4,Yerevan,110.0,2,panel,1,2.8
83000.0,newly repaired,Center,11,Tumanyan St,2,Yerevan,66.0,1,panel,11,3.0
75000.0,good,Qanaqer-Zeytun,5,Rubinyants St,3,Yerevan,76.0,1,stone,1,2.8
50000.0,newly repaired,Qanaqer-Zeytun,9,Hasratyan St,2,Yerevan,68.0,1,panel,6,2.8
52000.0,good,Davtashen,9,Davtashen 3 district,3,Yerevan,74.0,1,panel,1,2.8
66000.0,newly repaired,Qanaqer-Zeytun,5,Sevak St,4,Yerevan,93.0,1,stone,5,2.8
54000.0,good,Center,10,NarDos St,2,Yerevan,68.0,1,panel,10,2.8
66000.0,good,Center,9,Koghbatsi St,2,Yerevan,42.0,1,monolit,9,2.8
48900.0,good,Nor Norq,5,Mar alley,3,Yerevan,104.0,1,stone,4,2.8
37000.0,good,Nor Norq,9,Moldovakan St,2,Yerevan,58.0,1,panel,4,2.8
83000.0,newly repaired,Davtashen,13,Mikoyan St,2,Yerevan,82.0,2,monolit,3,3.0
37000.0,good,Qanaqer-Zeytun,5,Droi St,2,Yerevan,64.0,1,stone,4,2.8
84000.0,zero condition,Center,22,Tsitsernakaberd Highway,3,Yerevan,104.0,1,other,5,2.8
65000.0,good,Davtashen,11,Davtashen 4 district,3,Yerevan,75.0,1,panel,8,2.8
69000.0,zero condition,Center,5,Tumanyan St,2,Yerevan,51.0,1,stone,5,3.2
45000.0,newly repaired,Arabkir,4,V.Vagharshyan St,2,Yerevan,37.0,1,monolit,2,3.0
53000.0,newly repaired,Arabkir,6,V.Papazyan St,2,Yerevan,69.0,1,other,3,2.8
180000.0,newly repaired,Center,5,Nalbandyan St,4,Yerevan,117.0,1,stone,2,2.8
175000.0,newly repaired,Center,6,A.Manukyan St,4,Yerevan,140.0,2,other,2,2.8
48000.0,good,Arabkir,4,Kasyan St,2,Yerevan,54.0,1,stone,4,3.2
71500.0,newly repaired,Center,11,Tsitsernakaberd Highway,2,Yerevan,66.0,1,monolit,9,2.8
90000.0,newly repaired,Arabkir,4,Azatutyan Ave,3,Yerevan,125.0,1,stone,2,2.8
63000.0,newly repaired,Center,14,Argishti St,2,Yerevan,52.0,1,monolit,12,3.0
240000.0,newly repaired,Center,15,Aram St,4,Yerevan,119.0,2,monolit,3,3.0
63000.0,newly repaired,Qanaqer-Zeytun,5,Nersisyan St,3,Yerevan,70.0,1,stone,3,3.2
49000.0,newly repaired,Arabkir,9,Hakobyan St,3,Yerevan,78.0,1,panel,1,2.8
70000.0,good,Qanaqer-Zeytun,4,Sevak St,4,Yerevan,122.0,1,stone,2,2.8
117000.0,newly repaired,Center,16,Aram St,2,Yerevan,60.0,1,monolit,10,2.8
57000.0,newly repaired,Davtashen,14,Davtashen 4 district,3,Yerevan,80.0,1,panel,6,3.0
95000.0,newly repaired,Arabkir,4,N. Zaryan St,3,Yerevan,122.0,2,monolit,3,3.0
43000.0,newly repaired,Achapnyak,4,Halabyan St,2,Yerevan,54.0,1,stone,3,2.8
250000.0,newly repaired,Center,16,Vardanants St,3,Yerevan,130.0,2,monolit,4,3.0
55000.0,newly repaired,Malatia-Sebastia,9,Gusan Sheram St,3,Yerevan,75.0,1,panel,6,2.8
32000.0,newly repaired,Avan,9,Duryan disrtict,1,Yerevan,46.0,1,panel,4,2.8
45000.0,newly repaired,Malatia-Sebastia,9,Oganov St,4,Yerevan,89.0,1,panel,9,2.8
51000.0,newly repaired,Davtashen,9,Davtashen 1 district,3,Yerevan,97.0,1,other,1,2.8
60000.0,newly repaired,Erebuni,5,Nor Aresh 42 St,4,Yerevan,97.0,1,stone,5,2.8
35000.0,good,Achapnyak,4,Shinararner St,1,Yerevan,41.0,1,stone,1,2.8
43000.0,newly repaired,Arabkir,5,Mamikoniants St,2,Yerevan,43.0,1,stone,2,2.8
85000.0,good,Qanaqer-Zeytun,5,Sevak St,3,Yerevan,95.0,1,other,4,2.8
50000.0,newly repaired,Qanaqer-Zeytun,13,Sevak St,2,Yerevan,47.0,1,monolit,8,2.8
37000.0,good,Nor Norq,5,Totovents St,2,Yerevan,52.0,1,other,5,2.8
95000.0,zero condition,Center,14,Tsitsernakaberd Highway,3,Yerevan,119.0,1,other,6,3.0
42000.0,good,Arabkir,5,V.Papazyan St,2,Yerevan,63.0,1,stone,5,2.8
31000.0,newly repaired,Avan,9,Tumanyan district,1,Yerevan,45.0,1,panel,3,2.8
150000.0,newly repaired,Center,21,Tsitsernakaberd Highway,3,Yerevan,114.0,2,monolit,12,3.0
100000.0,newly repaired,Center,5,Teryan St,2,Yerevan,41.0,1,stone,2,3.2
62000.0,newly repaired,Davtashen,12,Davtashen 4 district,2,Yerevan,82.0,1,panel,10,2.8
50000.0,good,Davtashen,9,Davtashen 4 St,3,Yerevan,76.0,1,panel,2,2.8
96000.0,newly repaired,Arabkir,5,Griboedov St,3,Yerevan,95.0,1,stone,2,2.8
157600.0,zero condition,Center,6,Antarayin St,4,Yerevan,137.0,2,monolit,2,3.2
43000.0,good,Davtashen,9,Davtashen 2 district,4,Yerevan,93.0,1,panel,9,2.8
33000.0,newly repaired,Erebuni,5,Avanesov St,2,Yerevan,47.0,1,stone,1,2.8
115000.0,good,Center,5,Tamanyan St,1,Yerevan,40.0,1,stone,2,3.2
49000.0,newly repaired,Arabkir,5,Kasyan St,2,Yerevan,42.0,1,stone,4,2.8
35000.0,good,Nor Norq,9,Vilnyus St,3,Yerevan,98.0,1,panel,1,2.8
90000.0,newly repaired,Center,9,Saryan St,3,Yerevan,77.0,1,panel,2,2.8
28500.0,good,Shengavit,5,Nizami St,1,Yerevan,48.0,1,stone,2,2.8
58000.0,newly repaired,Arabkir,14,Komitas Ave,2,Yerevan,50.0,1,monolit,8,2.8
75000.0,good,Center,10,Zakyan St,2,Yerevan,72.0,2,panel,7,3.0
39000.0,good,Erebuni,14,Artsakh ave,3,Yerevan,76.0,1,other,4,2.8
78000.0,zero condition,Center,5,Paronyan St,3,Yerevan,78.0,1,stone,4,2.8
83000.0,good,Center,6,Charents St,3,Yerevan,85.0,1,stone,1,3.2
39000.0,newly repaired,Qanaqer-Zeytun,9,Droi St,2,Yerevan,46.0,1,panel,3,2.8
60000.0,good,Davtashen,9,Davtashen 4 district,4,Yerevan,111.0,1,panel,9,2.8
115000.0,newly repaired,Arabkir,5,Hakobyan St,3,Yerevan,91.0,1,stone,5,3.0
