Listing ID,Listing Name,Property Type,Room Type,Host ID,Host Name,Is Superhost,Latitude,Longitude,Max Guests,Bedrooms,Beds,Bathrooms,Is Instant Bookable,Cancellation Policy,Cleaning Fee,Extra Guest Fee,Number of Reviews,Overall Rating,Location Rating,Value Rating,TTM Avg Daily Rate,TTM Occupancy Rate,L90D Avg Daily Rate,L90D Occupancy Rate,Price Per Guest,City Category
17518642,Republic square apartment,entire rental unit,entire_home,118779157,Taron,FALSE,40.1784,44.5114,4,1,3,1.5,TRUE,flexible,0,0,1,NA,NA,NA,51.8,0.001,54.3,0.001,12.95,Yerevan Area
17534634,Luxury penthouse/loft apartment in the city center,entire chalet,entire_home,118932034,Vadim,FALSE,40.1849,44.5072,3,1,2,2,TRUE,moderate,40,0,72,4.97,5,4.9,65.9,0,65.9,0.001,21.96666666666667,Yerevan Area
17620460,Hovhannes Kochar's apt.,entire loft,entire_home,32348869,Anna,FALSE,40.1825,44.5196,3,1,1,1,FALSE,moderate,8,0,124,4.85,5,4.8,51.5,0.006999999999999999,49.6,0.006,17.166666666666668,Yerevan Area
17628978,Light and bright Contemporary Studio ✧✦,entire rental unit,entire_home,21858107,Svetlana,TRUE,40.1678,44.5187,2,1,1,1,FALSE,moderate,0,0,178,4.94,4.5,4.9,42.3,0.006999999999999999,45.6,0.005,21.15,Yerevan Area
17770029,"COZY STUDIO NEAR OPERA, UNBEATABLE LOCATION :)",entire rental unit,entire_home,121306845,Hayk,TRUE,40.1861,44.5137,2,NA,1,1,TRUE,moderate,10,0,383,4.88,4.9,4.9,31.1,0.006999999999999999,34.5,0.006999999999999999,15.55,Yerevan Area
17788633,LUXURY APARTMENT \VAN GOGH\ IN THE CENTER OF YEREVAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1774,44.5029,2,NA,1,1,FALSE,strict,34,0,104,4.89,4.9,4.8,29.8,0.005,29.9,0.009000000000000001,14.9,Yerevan Area
17807959,Cascade house 2,entire home,entire_home,118750947,Albert,FALSE,40.1897,44.5155,4,2,3,1,TRUE,strict,150,0,13,5,5,4.5,142.7,0.001,142.5,0.001,35.675,Yerevan Area
17824842,Cascade private house,entire home,entire_home,118750947,Albert,FALSE,40.1897,44.5171,4,2,4,1,TRUE,strict,150,0,8,4.88,5,4.4,133.5,0.001,153.2,0.001,33.375,Yerevan Area
17860803,Apartment # 1-on Komitas 1 avenue,entire rental unit,entire_home,122233639,Nara,TRUE,40.2018,44.4951,3,1,2,1,FALSE,flexible,10,0,155,4.95,4.9,4.9,30.6,0.005,29.5,0.006999999999999999,10.200000000000001,Other Armenia
17950128,Charming Studio on Pushkin Street at RIS Central,entire rental unit,entire_home,501943261,Milena,TRUE,40.1859,44.508,2,NA,1,1,TRUE,moderate,0,0,146,4.88,5,4.9,53.3,0.006,59.2,0.006999999999999999,26.65,Yerevan Area
17984181,"Cozy studio in the City center, Mashtots ave. 13/1",entire rental unit,entire_home,26825577,Suren,TRUE,40.1819,44.5077,2,1,1,1,TRUE,strict,19,0,178,4.95,5,4.9,44.8,0.006,54.4,0.006999999999999999,22.4,Yerevan Area
17985805,"Cozy studio in the City center, Mashtots ave. 13/1",entire rental unit,entire_home,26825577,Suren,TRUE,40.1819,44.5077,2,1,1,1,TRUE,strict,19,0,206,4.91,5,4.9,43.2,0.009000000000000001,47.9,0.009000000000000001,21.6,Yerevan Area
18029087,"Cozy studio in the City center, Mashtots ave. 13/1",entire rental unit,entire_home,26825577,Suren,TRUE,40.1819,44.5078,2,1,1,1,TRUE,strict,19,0,212,4.94,5,4.8,45.2,0.006999999999999999,47.8,0.006,22.6,Yerevan Area
18137216,Cozy apartment with view of Cascade,entire rental unit,entire_home,120090961,Narine,TRUE,40.1903,44.5163,4,2,4,1,TRUE,flexible,0,0,181,4.91,5,4.9,39.6,0.008,43,0.009000000000000001,9.9,Yerevan Area
18246538,City Center  90sq m2 (2 air-conditioners),entire rental unit,entire_home,126078505,Marina,FALSE,40.1812,44.5086,4,2,3,1,FALSE,flexible,0,0,11,4.82,5,4.8,63.6,0.001,66.5,0,15.9,Yerevan Area
18345792,"Luxury apartment in down town near Opera, Cascade",entire rental unit,entire_home,126938835,Vahe,TRUE,40.1885,44.5174,3,1,2,1,TRUE,strict,120,0,24,4.58,5,4.7,40.6,0.005,47.5,0.006999999999999999,13.533333333333333,Yerevan Area
18379161,2 Bedroom In Yerevan Center,private room in rental unit,private_room,117875618,Sevak,FALSE,40.175,44.5038,NA,2,2,0,FALSE,firm,0,0,2,NA,NA,NA,45.1,0,45.4,0,45.1,Yerevan Area
18392838,Stay in Yerevan center - Saryan str.,entire rental unit,entire_home,10434635,Astghik,TRUE,40.1874,44.5096,4,2,2,1,FALSE,flexible,30,0,8,5,5,5,58.8,0,55,0.001,14.7,Yerevan Area
18408806,"Perfect apartment in down town near Opera, Cascade",entire rental unit,entire_home,126938835,Vahe,TRUE,40.1886,44.5173,2,1,2,1,TRUE,strict,50,0,38,4.84,5,4.7,29,0.003,28.6,0.002,14.5,Yerevan Area
18425069,RetroCity appartment in Saryan street,entire rental unit,entire_home,124852258,Tigran,TRUE,40.1804,44.5056,2,1,1,1,FALSE,firm,0,0,69,4.71,4.9,4.8,34.3,0.003,32.3,0.004,17.15,Yerevan Area
18489790,Spacious and bright 2 bedroom in downtown Yerevan!,entire rental unit,entire_home,128290534,Anna,TRUE,40.1865,44.5062,4,2,3,1,FALSE,flexible,30,10,49,4.96,4.9,4.9,50.3,0,50.4,0.001,12.575,Yerevan Area
18494575,Spacious apartment in the heart of Yerevan,entire rental unit,entire_home,14823453,Irina,FALSE,40.1756,44.5172,6,3,4,2,TRUE,flexible,17,0,100,4.99,5,5,56.5,0.006,61.2,0.005,9.416666666666666,Yerevan Area
18518339,Renovated Apartment in Touristic Center,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1729,44.5109,2,1,2,1,FALSE,firm,22,0,108,4.94,5,4.9,35.9,0.005,38.2,0.002,17.95,Yerevan Area
18678983,"Comfortable house in  Yerevan, Lukashin street, 54",entire home,entire_home,129835566,Gayane,FALSE,40.1873,44.4573,6,2,3,1,FALSE,flexible,28,0,2,NA,NA,NA,32,0,32.5,0,5.333333333333333,Yerevan Area
18688703,Apartment next to Opera House,entire chalet,entire_home,44993555,Vahe,TRUE,40.1845,44.5173,6,2,4,1,TRUE,strict,0,0,152,4.82,5,4.8,64,0.009000000000000001,68.7,0.009000000000000001,10.666666666666666,Yerevan Area
18717874,Cascade house/ next to steps,entire villa,entire_home,118750947,Albert,FALSE,40.1898,44.5172,12,4,6,2,TRUE,strict,400,0,6,5,5,5,287,0.002,318.3,0.003,23.916666666666668,Yerevan Area
18792206,"Cosy apartment in the famous backyard \Մեր Բակում\""",entire rental unit,entire_home,23808591,Karine,FALSE,40.1855,44.5111,3,1,3,1,TRUE,firm,28,0,12,4.67,4.9,4.7,43.6,0.001,47.3,0,14.533333333333333,Yerevan Area
18822895,One bedroom apartment  in downtown of Yerevan.,entire rental unit,entire_home,131059278,Nvard,FALSE,40.1811,44.5226,2,1,2,1,TRUE,flexible,0,0,6,5,5,5,62.8,0.001,60.5,0,31.4,Yerevan Area
18847332,NEW Apartment in the City Center (KTUR apartments),entire rental unit,entire_home,83280739,Susanna,TRUE,40.1845,44.5114,3,1,1,1,TRUE,moderate,10,0,429,4.91,5,4.9,62.7,0.009000000000000001,66.4,0.009000000000000001,20.900000000000002,Yerevan Area
18881053,Sunny and Beautiful Apartment at the City Center,entire rental unit,entire_home,131573318,Marina,FALSE,40.1792,44.5084,3,1,1,1,FALSE,moderate,0,0,34,4.82,4.9,4.8,43.5,0.001,46.7,0,14.5,Yerevan Area
18958607,RetroCity Apartments in Nalbandyan street,entire rental unit,entire_home,124852258,Tigran,TRUE,40.1803,44.5181,2,1,1,1,FALSE,firm,0,0,55,4.73,4.9,4.8,39.4,0.003,39.1,0.003,19.7,Yerevan Area
18993217,In The heart of Yerevan city - Near Opera House,entire rental unit,entire_home,132486154,Hovhannes,FALSE,40.1869,44.5196,5,3,4,2,FALSE,moderate,35,20,29,4.79,5,4.7,119.4,0,120.1,0.001,23.880000000000003,Yerevan Area
18995029,Comtemporary and luxurious residence Cascade Hills,entire rental unit,entire_home,132503593,Ester,TRUE,40.1953,44.5084,3,1,1,1,FALSE,strict,35,0,30,4.9,4.8,4.7,53.5,0.006,55.8,0.006999999999999999,17.833333333333332,Yerevan Area
19016211,"§CASCADe, Modern Cozy Apartment Centre, Opera View",entire serviced apartment,entire_home,132679704,Irina,TRUE,40.189,44.5158,3,1,2,1,TRUE,moderate,0,0,121,4.89,5,4.9,70.8,0.005,80.2,0.002,23.599999999999998,Yerevan Area
19033475,Huge 2BR Apartment with 2 Balconies at Kantar,room in serviced apartment,hotel_room,23926479,NA,TRUE,40.1745,44.5101,8,2,3,0,NA,moderate,NA,NA,14,4.86,4.9,4.7,115.7,0,0,0,14.4625,Yerevan Area
19135088,Apartment on Cascade with balcony & Ararat view,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1947,44.514,2,1,3,1,FALSE,firm,22,0,98,4.97,4.9,5,38.9,0.006999999999999999,43.3,0.003,19.45,Yerevan Area
19179607,Apartments near Republic Square/Self check-in,entire rental unit,entire_home,37792194,Armine,TRUE,40.1778,44.5165,3,1,2,1,FALSE,strict,0,0,103,4.88,5,4.8,42.1,0.004,43.3,0.006999999999999999,14.033333333333333,Yerevan Area
19361517,Comfortable apartment,entire serviced apartment,entire_home,135698608,Gevorg,FALSE,40.2024,44.4984,3,1,2,1,FALSE,moderate,11,0,21,4.52,4.7,4.5,39.9,0.002,50.3,0,13.299999999999999,Other Armenia
19466100,Good location and spacious flat in Yerevan,entire rental unit,entire_home,103438567,Shushan,FALSE,40.1913,44.5033,4,2,3,1,FALSE,flexible,20,0,3,5,5,5,66.2,0.001,64.1,0,16.55,Yerevan Area
19501164,In the center of the city,private room in loft,private_room,32348869,Anna,FALSE,40.1811,44.5179,2,2,1,1,TRUE,moderate,12,20,8,4.38,5,4.5,72.3,0.001,72.6,0.001,36.15,Yerevan Area
19526985,Bright Modern flat in the center of Yerevan,entire rental unit,entire_home,137132895,NA,FALSE,40.177,44.5237,6,3,3,1,NA,flexible,NA,NA,94,4.88,4.9,4.9,94.2,0,0,0,15.700000000000001,Yerevan Area
19536633,Sweet Home,entire serviced apartment,entire_home,137227814,Samvel,TRUE,40.2027,44.5031,2,1,1,1,FALSE,flexible,0,0,22,4.91,4.8,4.9,40.3,0.003,43.2,0.004,20.15,Other Armenia
19556263,2-bedroom suite  from the hostess in a large center,entire rental unit,entire_home,36218986,Narine,FALSE,40.2019,44.5231,5,2,5,1,FALSE,flexible,0,0,2,NA,NA,NA,68.3,0,73.1,0.001,13.66,Other Armenia
19628234,I rent a large apartment in the small center of Yerevan,entire rental unit,entire_home,138092943,⁨Акоп (Jacob)⁩,FALSE,40.1873,44.5076,6,3,3,2.5,FALSE,flexible,0,0,4,4.75,5,4,144.8,0,132.8,0.001,24.133333333333336,Yerevan Area
19760205,2nd Floor Apt in Sayat-Nova. Ideal for long stays,entire rental unit,entire_home,139434006,Gayane,FALSE,40.1775,44.5269,2,1,1,1,FALSE,firm,10,0,48,4.63,4.8,4.6,40,0.006,43.6,0.006999999999999999,20,Yerevan Area
19824890,Modern Lux 3BR w/Pool...Near Cascade,entire rental unit,entire_home,47208682,Ara,TRUE,40.1917,44.5024,8,3,4,2.5,FALSE,moderate,35,0,80,5,4.9,4.9,148.5,0.004,146.6,0.006,18.5625,Yerevan Area
19854219,"Cozy apartment in the heart of Yerevan, but quiet)",entire rental unit,entire_home,140394415,NA,FALSE,40.1904,44.5047,5,2,2,1,NA,moderate,20,NA,49,4.82,4.9,4.8,54.9,0.002,0,0,10.98,Yerevan Area
19864687,Newly Updated Apartment near City Center,entire rental unit,entire_home,40704851,Tigran,TRUE,40.1958,44.4992,3,1,2,1,FALSE,moderate,15,0,102,4.99,4.8,4.9,36.7,0.006,39.4,0.01,12.233333333333334,Yerevan Area
19946694,New Apartment at the Republic Squar,entire rental unit,entire_home,85099194,Arevhat,FALSE,40.1804,44.5085,3,1,1,1,FALSE,strict,0,0,7,4.86,5,5,42.3,0,44.6,0.001,14.1,Yerevan Area
19948446,"City center apartment, Republic Square",entire rental unit,entire_home,140628532,Sona,FALSE,40.179,44.5152,2,1,1,1,FALSE,moderate,25,0,169,4.83,4.9,4.9,30.8,0.009000000000000001,35.5,0.008,15.4,Yerevan Area
19962436,Luxury Apartment,entire rental unit,entire_home,141525951,Вартан,TRUE,40.1811,44.5131,2,1,1,1,TRUE,moderate,30,0,4,5,5,5,60.7,0.002,54.9,0,30.35,Yerevan Area
19989042,WOW guesthouse in apartment 141,private room in serviced apartment,private_room,13256976,Artur,FALSE,40.17,44.5212,3,1,2,1,TRUE,flexible,40,0,87,4.68,4.6,4.7,17.9,0.006999999999999999,26,0.008,5.966666666666666,Yerevan Area
20040290,"16. Floor // Top floor, great views spacious apt",entire rental unit,entire_home,1857370,Lilit,TRUE,40.2,44.5044,4,1,2,1,FALSE,moderate,20,10,22,4.95,4.7,4.8,35.8,0.005,34.5,0.001,8.95,Yerevan Area
20041595,Two bedroom Tatev apartment 003,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1934,44.5037,5,1,2,1,TRUE,flexible,0,0,1,NA,NA,NA,395.7,0.001,136.7,0,79.14,Yerevan Area
20128136,Three bedroom Tatev apartment 005,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1934,44.5037,9,1,4,2,TRUE,flexible,0,0,4,4,4.5,4.2,381.2,0.001,83.2,0.001,42.355555555555554,Yerevan Area
20203840,Cozy 2 storey guest house,entire guesthouse,entire_home,143894514,Anna,FALSE,40.1915,44.518,3,2,2,1,FALSE,flexible,10,0,53,4.89,4.8,4.9,40,0,42.7,0.001,13.333333333333334,Yerevan Area
20257735,One bedroom Tatev apartment 006,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1935,44.5036,2,1,1,1,TRUE,flexible,0,0,3,5,5,4.7,1636.3,0,80.1,0,818.15,Yerevan Area
20285613,A big 3 bedroom 150m2 apartment in Yerevan center,entire rental unit,entire_home,117875618,Sevak,FALSE,40.1748,44.5039,8,3,6,1,FALSE,flexible,0,0,NA,NA,NA,NA,70.5,0,67.3,0.001,8.8125,Yerevan Area
20411901,Room Aygedzor,private room in condo,private_room,40642903,Эдгар,FALSE,40.1912,44.5,NA,2,2,0,FALSE,strict,0,10,32,4.84,4.9,4.8,29.7,0,28.8,0,29.7,Yerevan Area
20450638,Beautiful apartments  of the Republic Square,entire rental unit,entire_home,109148552,Mихаил,TRUE,40.1795,44.5108,2,1,1,1,TRUE,moderate,10,0,447,4.89,5,4.8,45.2,0.005,45.9,0.004,22.6,Yerevan Area
20467867,Classic Apartment on Kievyan street,entire home,entire_home,145469202,Vladimir,FALSE,40.1944,44.49,6,3,5,1,FALSE,flexible,0,0,22,4.68,4.6,4.5,83,0.002,89.8,0.003,13.833333333333334,Yerevan Area
20524985,Downtown Yerevan Center- Historic Building,entire condo,entire_home,1794549,Levon,FALSE,40.1887,44.5236,6,1,1,1,FALSE,moderate,30,10,21,4.76,5,4.7,59,0,57.8,0.001,9.833333333333334,Yerevan Area
20582395,3 bedroom apartment in the center,entire rental unit,entire_home,147042404,Marina,TRUE,40.1822,44.5114,6,2,5,1.5,TRUE,moderate,0,0,100,4.82,5,4.8,74.9,0.003,71.2,0.005,12.483333333333334,Yerevan Area
20877958,Loft with a perfect view,entire rental unit,entire_home,31161059,Sona,FALSE,40.1958,44.49,6,2,4,1,FALSE,strict,22,0,21,4.9,4.7,4.8,47.6,0,46.3,0.001,7.933333333333334,Yerevan Area
20936126,#19 One Bedroom Apartment In The Center Of Yerevan,entire serviced apartment,entire_home,60515118,Narek,FALSE,40.1812,44.5169,4,1,2,1,TRUE,strict,0,0,2,NA,NA,NA,80.5,0.001,82.5,0,20.125,Yerevan Area
20940748,Your corner in the heart of Yerevan,entire condo,entire_home,154585232,Davit,FALSE,40.1826,44.5131,4,1,2,1,FALSE,moderate,40,0,45,4.93,5,4.9,61.7,0.006,61.7,0.006999999999999999,15.425,Yerevan Area
21170588,Ararat Eye Apartments,entire rental unit,entire_home,151888466,Arsen,FALSE,40.1943,44.5136,4,1,2,1,FALSE,flexible,0,0,7,4.86,5,5,53.1,0,48.6,0.001,13.275,Yerevan Area
21192334,Apartment on Byron St,entire rental unit,entire_home,37469183,NA,TRUE,40.1866,44.519,3,1,1,1,NA,moderate,NA,NA,19,4.89,5,4.8,49.1,0,0,0,16.366666666666667,Yerevan Area
21396175,"Northern Avenue, Cascade, Opera, Republic Square",entire rental unit,entire_home,104584041,Gagik,TRUE,40.1835,44.5143,6,2,3,1,TRUE,strict,12,0,43,4.77,5,4.7,55.5,0.003,53.1,0.006,9.25,Yerevan Area
21486375,TRULY CENTRAL/2 BEDROOM - HEART OF YEREVAN - WIFI,entire rental unit,entire_home,156072820,Ashot,FALSE,40.1827,44.508,4,2,2,1,TRUE,moderate,45,0,21,4.38,5,4.5,51.5,0.002,50.2,0,12.875,Yerevan Area
21610102,In the heart of Abovyan street,entire rental unit,entire_home,8677801,Ella,FALSE,40.1832,44.5186,2,NA,2,1,FALSE,strict,10,0,16,5,5,5,47.3,0.002,48,0.002,23.65,Yerevan Area
21615485,Cozy apartment near Republic Square,entire rental unit,entire_home,120835513,Tigran,FALSE,40.1818,44.5087,5,2,2,1,TRUE,moderate,0,0,8,4.63,4.9,4.6,65.3,0.001,67.5,0.002,13.059999999999999,Yerevan Area
21783839,Like Home Apartment,entire home,entire_home,158730258,Arevik,TRUE,40.1812,44.5286,3,1,1,1,TRUE,moderate,0,0,10,4.7,4.8,4.7,32.5,0.001,33.1,0.001,10.833333333333334,Yerevan Area
21844458,Deluxe apartment In the heart of Yerevan,entire rental unit,entire_home,157998701,Armine,TRUE,40.1799,44.5206,4,1,2,1,FALSE,moderate,25,0,85,4.96,5,4.9,48.1,0.003,51,0.001,12.025,Yerevan Area
22038031,Beautiful Apt for rent in the heart of Yerevan!,entire condo,entire_home,160947492,Ruzanna,FALSE,40.1906,44.5198,7,4,4,1,TRUE,strict,60,0,4,5,5,5,80.9,0.003,92.6,0.001,11.557142857142859,Yerevan Area
22145774,Cozy apartment in city center. Cozy house in the center,entire rental unit,entire_home,24393627,Lilit,FALSE,40.1782,44.504,2,1,1,1.5,TRUE,moderate,0,0,65,4.64,4.8,4.7,32.2,0.004,32.3,0.004,16.1,Yerevan Area
22408742,Apartment 1,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2024,44.5032,2,NA,1,1,FALSE,strict,0,0,36,4.78,4.7,4.8,32.7,0,33.8,0.001,16.35,Other Armenia
22439676,Emma's place,entire guesthouse,entire_home,160175856,Emma,FALSE,40.2155,44.5358,2,1,2,1,FALSE,moderate,11,0,86,4.84,4.6,4.8,22.9,0.002,22.8,0,11.45,Other Armenia
22447286,LUXURY APARTMENT \CLAUDE MONET\ IN THE CENTER OF YEREVAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1777,44.5267,4,1,2,1,FALSE,strict,34,0,51,4.86,4.9,4.9,35.9,0.002,39.8,0,8.975,Yerevan Area
22576174,Cozy studio apartment in the city center,entire rental unit,entire_home,53130628,Arusyak,FALSE,40.1727,44.5035,4,1,1,1,TRUE,firm,23,0,32,4.66,4.7,4.7,32.6,0.001,35,0.002,8.15,Yerevan Area
22641291,3 Bedroom Apartment on Mher Mkrtchyan street,entire serviced apartment,entire_home,61222356,Hyur Service,TRUE,40.1741,44.5118,7,3,5,1.5,TRUE,moderate,0,0,33,4.91,4.9,4.8,134.2,0.005,138.9,0.008,19.17142857142857,Yerevan Area
22659499,1 Bedroom Apartment in Alley Residence,entire rental unit,entire_home,61222356,Hyur Service,TRUE,40.1814,44.5114,3,1,3,1,TRUE,moderate,0,0,8,4.63,5,4.5,78.8,0.001,76.7,0.001,26.266666666666666,Yerevan Area
22659803,2 Bedroom Apartment in Alley Residence,entire serviced apartment,entire_home,61222356,Hyur Service,TRUE,40.1815,44.5114,5,2,4,1,TRUE,moderate,0,0,13,5,4.9,5,115.1,0.003,124.8,0.001,23.02,Yerevan Area
22843554,Studio-Apartment on Zakyan street.,entire serviced apartment,entire_home,115807404,Evelyn,TRUE,40.1761,44.5053,2,1,1,1,TRUE,moderate,8,0,99,4.87,5,4.9,43.7,0.008,45.5,0.008,21.85,Yerevan Area
22896767,Maria's Apartment,entire rental unit,entire_home,169471005,Anna,TRUE,40.1792,44.5208,2,1,1,1,FALSE,moderate,10,0,144,4.97,5,5,40.5,0.005,40.5,0.005,20.25,Yerevan Area
23059976,Cozy Apartment in the City Center/Self check in,entire rental unit,entire_home,37792194,Armine,TRUE,40.1825,44.527,4,1,2,1,FALSE,strict,20,0,180,4.94,4.9,4.9,41.9,0.001,42.9,0.001,10.475,Yerevan Area
23094586,Near Opera,entire rental unit,entire_home,40833948,Elena,TRUE,40.1861,44.5112,4,NA,2,1,FALSE,strict,10,0,5,5,5,4.8,52,0,52.4,0.001,13,Yerevan Area
23098927,Comfortable and  Big House with 5 rooms,entire home,entire_home,171582891,Ani,FALSE,40.1878,44.5496,8,3,4,1,FALSE,moderate,0,0,12,4.83,3.9,4.6,63.8,0,59.2,0.002,7.975,Yerevan Area
23243370,Industrial loft in the centre of Yerevan,entire rental unit,entire_home,48699771,Arpine,TRUE,40.1671,44.5126,2,NA,2,1,NA,firm,0,0,84,4.68,4.8,4.7,39.4,0.005,31.6,0.004,19.7,Yerevan Area
23260388,House in the center of the city,entire guest suite,entire_home,83013217,Эля,FALSE,40.1744,44.5259,9,4,4,2.5,FALSE,flexible,0,20,5,5,4.8,4.6,177.6,0.001,129.8,0.001,19.733333333333334,Yerevan Area
23279653,Studio Apartment in the Heart of Yerevan,entire rental unit,entire_home,173312007,Karen,TRUE,40.1789,44.5092,2,NA,1,1,TRUE,flexible,14,0,115,4.91,5,4.9,33.4,0.005,28.6,0.005,16.7,Yerevan Area
23373470,#SARYAN#WINE STREET#OLD CENTRE,entire rental unit,entire_home,94208898,Anna,FALSE,40.183,44.506100000000004,2,1,2,1,FALSE,moderate,10,0,21,4.71,4.9,4.7,31,0,28.7,0.001,15.5,Yerevan Area
23476863,Modern & Stylish Flat in Yerevan Small City Center,entire rental unit,entire_home,100107133,Anush,TRUE,40.1872,44.5202,2,1,2,1,FALSE,moderate,15,0,90,4.96,5,5,49,0.006,51.9,0.004,24.5,Yerevan Area
23537085,"Cozy apartment in downtown, next to Saryan st.",entire rental unit,entire_home,175838249,Gevorg,FALSE,40.1881,44.5103,4,2,9,1,TRUE,moderate,25,0,113,4.7,4.8,4.7,48.2,0,51.1,0.001,12.05,Yerevan Area
23552690,Yerevan Station  Apartment,entire serviced apartment,entire_home,149720018,Ваграм,FALSE,40.1547,44.5093,3,1,1,1,NA,firm,4,NA,74,4.85,4.8,4.7,27.2,0.001,27.8,0,9.066666666666666,Yerevan Area
23692292,Republic Square Apartment,entire rental unit,entire_home,85099194,Arevhat,FALSE,-32.8225,17.2628,3,2,2,1,FALSE,strict,0,0,1,NA,NA,NA,45.2,0.001,45.3,0.001,15.066666666666668,Other Armenia
23723411,1-bedroom apartment in the very center of the city,entire rental unit,entire_home,12106636,Astrina,TRUE,40.1865,44.5132,2,1,2,1.5,FALSE,moderate,10,0,34,4.47,5,4.4,31,0.006,34.2,0.005,15.5,Yerevan Area
23747247,RENT CUTE APARTMENT IN THE CENTER,entire rental unit,entire_home,144066331,Lilit,FALSE,40.1809,44.507,6,2,6,0,TRUE,moderate,0,10,9,4.89,5,4.8,66.9,0,68.4,0.001,11.15,Yerevan Area
23759376,Umba Apartment N1 - 2 bedrooms,entire rental unit,entire_home,35269734,Hakob,TRUE,40.1765,44.5154,5,2,4,1,TRUE,flexible,0,0,25,4.92,4.9,4.8,56.1,0.005,66.8,0.004,11.22,Yerevan Area
23831785,APARTMENT \TIFFANY\ ON SARYAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1852,44.5066,2,NA,1,1,FALSE,strict,34,0,92,4.95,5,4.9,31.2,0.006,32.2,0.008,15.6,Yerevan Area
23833791,Modern 2 bedroom apartment,entire rental unit,entire_home,176494866,Shavarsh,TRUE,40.1842,44.5125,4,2,4,2,FALSE,moderate,20,0,22,4.95,5,4.9,83.1,0.004,84.8,0.006,20.775,Yerevan Area
23854857,Gallery Apartment #A,entire rental unit,entire_home,179180089,Lusine,FALSE,40.1852,44.5196,4,1,1,1,TRUE,moderate,0,0,37,4.92,5,4.8,45.4,0,46.6,0.001,11.35,Yerevan Area
23855047,Gallery Apartment #1,entire rental unit,entire_home,179180089,Lusine,FALSE,40.1864,44.5202,4,1,1,1,TRUE,moderate,0,0,36,4.92,4.9,4.8,47.6,0,49.4,0.001,11.9,Yerevan Area
23913254,Peaceful Oasis in the Center of Yerevan,entire rental unit,entire_home,179737901,Marianna,TRUE,40.1934,44.503,4,1,1,1,TRUE,moderate,0,0,162,4.96,4.8,4.9,31.7,0.006999999999999999,32.8,0.006,7.925,Yerevan Area
24028670,Apartment in the center of Yerevan,entire rental unit,entire_home,180854828,Nodar,FALSE,40.1777,44.5268,5,1,3,1,TRUE,moderate,22,0,29,4.97,4.9,4.9,58.1,0,56.9,0.001,11.620000000000001,Yerevan Area
24071142,Like Home Guesthouse,private room in home,private_room,158730258,Arevik,TRUE,40.182,44.5303,NA,NA,2,0,TRUE,moderate,0,0,31,4.94,4.7,4.9,18.6,0.003,19.6,0.005,18.6,Yerevan Area
24156974,Pushkin 60 Cozy Apartment,entire rental unit,entire_home,104584041,Gagik,TRUE,40.185,44.508,4,1,2,1,TRUE,strict,12,0,73,4.88,5,4.8,51.4,0.004,46.4,0.002,12.85,Yerevan Area
24215041,Like Home Guesthouse,private room in home,private_room,158730258,Arevik,TRUE,40.1829,44.5301,NA,NA,1,0,FALSE,moderate,0,0,14,4.93,4.7,4.9,21.5,0.003,24,0.005,21.5,Yerevan Area
24224242,"Luxurious Modern Apt,North Ave TOUR+AIRP. TRANSFER",entire rental unit,entire_home,50527209,Invite Armenia,FALSE,40.1824,44.5131,7,3,5,1,FALSE,flexible,25,0,11,4.36,4.9,4.7,99.6,0,99,0,14.228571428571428,Yerevan Area
24277982,Studio in an elite house with security in the city center,entire rental unit,entire_home,16358942,Gayane,FALSE,40.1847,44.5083,3,1,1,1.5,FALSE,strict,50,0,11,5,5,4.9,122.3,0,101.8,0.001,40.766666666666666,Yerevan Area
24361179,"Welcome to my Cosy, Comfy, Corner in Yerevan",entire rental unit,entire_home,183597222,Avet,FALSE,40.2149,44.4929,2,1,2,1,FALSE,moderate,30,0,16,4.81,4.6,4.8,31.4,0,33.4,0.001,15.7,Other Armenia
24464885,Sundukyan House,entire home,entire_home,184788585,Ashxen,FALSE,40.1997,44.504,16,6,6,6.5,TRUE,moderate,10,0,11,4.73,4.6,4.5,238.9,0.001,244,0,14.93125,Yerevan Area
24527719,"Cozy apartment, Adonc, Yeraz, Komitas, Arabkir",entire rental unit,entire_home,184555672,Knarik,TRUE,40.2137,44.5237,3,1,2,1,TRUE,flexible,0,0,24,4.71,4.9,4.5,53.8,0.003,51.8,0.002,17.933333333333334,Other Armenia
24531766,❤ Apartment just near Republic square #2 MyStreet,entire serviced apartment,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,2,1,1,1,TRUE,moderate,25,0,41,4.78,5,4.8,67.8,0.004,70.6,0.006999999999999999,33.9,Yerevan Area
24532261,In the ❤ of Yerevan ✔️ Perfect Location #3 MyStreet,entire rental unit,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,3,1,1,1,TRUE,moderate,25,0,27,4.74,4.8,4.7,71,0.001,69.7,0.001,23.666666666666668,Yerevan Area
