Listing ID,Listing Name,Property Type,Room Type,Host ID,Host Name,Is Superhost,Latitude,Longitude,Max Guests,Bedrooms,Beds,Bathrooms,Is Instant Bookable,Cancellation Policy,Cleaning Fee,Extra Guest Fee,Number of Reviews,Overall Rating,Location Rating,Value Rating,TTM Avg Daily Rate,TTM Occupancy Rate,L90D Avg Daily Rate,L90D Occupancy Rate,Price Per Guest,City Category
24619044,Apartment 2,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2011,44.4998,3,1,2,1,FALSE,strict,0,0,3,3.67,4,4.3,40.9,0,40.8,0.001,13.633333333333333,Other Armenia
24696348,Renovated two Bedroom in Touristic Center,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1806,44.5183,4,2,4,1,FALSE,firm,28,0,89,4.87,4.9,4.9,41.1,0.003,45.3,0,10.275,Yerevan Area
24697939,\HEART OF YEREVAN\   APARTMENT OF REPUBLIC  SQUERE,entire serviced apartment,entire_home,109148552,Mихаил,TRUE,40.1797,44.5155,3,1,1,1,TRUE,moderate,10,NA,321,4.93,5,4.9,44.9,0.005,46,0.003,14.966666666666667,Yerevan Area
24762979,"Bright & Spacious Apt with Balcony View, Queen Bed",entire rental unit,entire_home,7282794,Karen,FALSE,40.1845,44.5217,3,2,2,1,NA,flexible,0,NA,14,4.86,5,4.9,63.3,0,49.7,0,21.099999999999998,Yerevan Area
24768855,Home away from home,entire rental unit,entire_home,187270818,Shakeh,FALSE,40.1821,44.5191,3,1,3,1,TRUE,moderate,0,0,16,4.75,5,4.7,52.6,0,48.6,0.001,17.533333333333335,Yerevan Area
24769999,Charming and convenient apartment in Baghramyan 1,entire rental unit,entire_home,107252172,Gayane,TRUE,40.1894,44.5138,5,2,4,1,TRUE,strict,0,0,64,4.89,5,4.8,64.1,0.006,68.3,0.006999999999999999,12.819999999999999,Yerevan Area
24785076,Kaskad Apartment and Tours,entire rental unit,entire_home,32168596,Artavazd,TRUE,40.1888,44.5123,4,1,2,1,TRUE,flexible,0,0,147,4.93,5,4.9,47.6,0.005,48.8,0.006,11.9,Yerevan Area
24847776,2-BDR with Aragats View at RIS Dalma Collection,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1798,44.4898,6,2,3,1,TRUE,moderate,0,0,88,4.97,4.7,4.9,102.3,0.004,109.9,0.006,17.05,Yerevan Area
24852919,Beautiful apartment in the heart of Yerevan,entire rental unit,entire_home,28549765,Astrig,FALSE,40.1795,44.5101,4,2,6,1,FALSE,moderate,0,0,6,4.67,4.7,4.5,80.2,0.001,80.4,0.001,20.05,Yerevan Area
24863777,1-BDR with Mountain View at RIS Dalma Collection,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1796,44.4902,4,1,2,1,TRUE,moderate,0,0,81,4.94,4.8,4.8,91,0.001,105.1,0.001,22.75,Yerevan Area
24867934,Loft with Terrace  at RIS Dalma Collection,entire loft,entire_home,195185372,Mariam,TRUE,40.1796,44.4902,4,1,2,1,TRUE,moderate,0,0,55,4.96,4.8,4.8,113.8,0.003,127.4,0.001,28.45,Yerevan Area
24900214,East Apartment in the Heart of The Caucasus,entire rental unit,entire_home,180832630,Tigran,TRUE,40.1862,44.509,3,1,1,1.5,TRUE,strict,15,0,61,4.79,4.9,4.9,45,0.005,46.4,0.006999999999999999,15,Yerevan Area
24949454,LUXURY APARTMENTS \SARYAN\ IN THE CENTER OF YEREVAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1854,44.507,2,NA,1,1,FALSE,strict,0,0,69,4.83,5,4.8,31.3,0.004,32.5,0,15.65,Yerevan Area
25034097,Roomy Studio in Downtown Yerevan,entire rental unit,entire_home,198646027,Hayarpi,FALSE,40.174,44.5042,2,NA,NA,1,FALSE,flexible,0,0,27,4.89,4.8,4.8,31.7,0.001,32.1,0.001,15.85,Yerevan Area
25177728,"Abovyan 16, No 15",entire serviced apartment,entire_home,190247754,Narek,FALSE,40.1819,44.5152,7,2,5,1,TRUE,strict,0,0,45,4.87,5,4.8,71.9,0.003,78.2,0,10.271428571428572,Yerevan Area
25187434,"Sayat Nova, big balcony, 17th floor, 3 rooms",entire serviced apartment,entire_home,135708052,Syuzanna,TRUE,40.1774,44.5264,4,2,2,1,TRUE,moderate,20,0,63,4.98,4.8,4.9,78,0.002,71.6,0.002,19.5,Yerevan Area
25277279,Welcome City Center Apartments  (One Bedroom),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.181,44.512,3,1,3,1,TRUE,flexible,0,0,424,4.79,4.9,4.8,84.8,0.001,89,0.001,28.266666666666666,Yerevan Area
25278719,Welcome City Center Apartments (Deluxe),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.1803,44.5122,4,1,3,1,TRUE,flexible,0,NA,19,4.84,5,4.8,93.4,0.001,94.5,0,23.35,Yerevan Area
25283761,Welcome City Center Apartments (Studio),entire serviced apartment,entire_home,57805852,Yerani,TRUE,40.1803,44.5123,2,1,1,1,TRUE,flexible,0,0,304,4.87,5,4.8,78.2,0.002,81.9,0.003,39.1,Yerevan Area
25305388,Nice  apartment in the center of Yerevan,entire rental unit,entire_home,191144078,Kristina,TRUE,40.1918,44.5306,2,1,1,1.5,TRUE,firm,0,0,10,5,4.7,4.8,61.1,0.001,59.4,0,30.55,Yerevan Area
25336090,Happy Home and TOURS,entire rental unit,entire_home,48492077,Luxury Apartment & Tours,FALSE,40.1788,44.5178,4,1,4,1,FALSE,flexible,0,0,9,4.67,4.9,4.9,67.6,0,41.7,0.001,16.9,Yerevan Area
25370073,Comfy apartment in Old City Yerevan,entire rental unit,entire_home,180832630,Tigran,TRUE,40.1818,44.5189,4,2,2,1.5,TRUE,strict,20,0,10,4.6,4.9,4.6,58,0.002,56.8,0.001,14.5,Yerevan Area
25410796,Studio & Balcony Vol.1,entire rental unit,entire_home,191827640,Anna,FALSE,40.1836,44.5131,2,1,2,1.5,FALSE,firm,0,0,69,4.97,5,4.9,54.7,0.003,60.2,0,27.35,Yerevan Area
25499651,"WELCOMING in Yerevan-Sunny, Cozy and Well Located!",entire rental unit,entire_home,95225983,Mané,TRUE,40.2022,44.4988,2,1,2,1,NA,moderate,0,0,43,4.77,4.8,4.7,44.3,0.005,52.8,0.004,22.15,Other Armenia
25556078,A room in the heart of Yerevan,private room in rental unit,private_room,192803132,Lilit,FALSE,40.1769,44.5191,NA,NA,2,0,FALSE,strict,0,11,125,4.88,5,4.9,19.4,0.004,20.7,0.003,19.4,Yerevan Area
25692826,Sunny apartment in the center at Republic square,entire rental unit,entire_home,44820319,Lusine,FALSE,40.1758,44.5102,2,1,1,1,FALSE,moderate,10,0,21,4.9,5,4.9,41.3,0,37.2,0.001,20.65,Yerevan Area
25887448,Entire home (3 bedroom) in downtown,entire apartment,entire_home,184953367,Levon,FALSE,40.1882,44.5094,5,3,10,2,FALSE,flexible,40,0,22,4.95,5,4.9,67.4,0.003,67.4,0.01,13.48,Yerevan Area
25904910,Lovely flat with great view to Ararat,entire rental unit,entire_home,39959793,Olga,TRUE,40.1861,44.5197,4,1,2,1,TRUE,moderate,25,0,122,4.96,5,4.9,50.4,0.006999999999999999,53.9,0.006999999999999999,12.6,Yerevan Area
25906281,Bright and cozy apartment in the heart of Yerevan.,entire rental unit,entire_home,6040922,Artak,TRUE,40.1845,44.5259,4,2,3,1,FALSE,moderate,20,0,13,4.92,4.8,4.8,56.4,0.002,57,0.002,14.1,Yerevan Area
25907608,"Studio apartment with balcony, 10min from center",entire loft,entire_home,194695575,Zhasmena,FALSE,40.2048,44.4836,3,NA,2,1,FALSE,flexible,15,0,42,4.81,4.7,4.7,41,0.001,38.8,0,13.666666666666666,Other Armenia
26034098,Luxury Apartment,entire rental unit,entire_home,85099194,Arevhat,FALSE,40.1816,44.5055,3,1,3,1,FALSE,strict,0,0,15,4.8,5,4.8,40.4,0.003,45.1,0.006,13.466666666666667,Yerevan Area
26043028,Newly reconstructed  apartment in th heart of city,private room in rental unit,private_room,33646628,Kristina,FALSE,40.1748,44.512,NA,NA,3,0,FALSE,moderate,0,0,18,5,4.9,4.8,42.3,0,42.6,0.001,42.3,Yerevan Area
26093715,Armenia Apartment for Daily Rent in Yerevan Cascad,entire rental unit,entire_home,196126618,Aleksey,FALSE,40.1889,44.5141,5,2,3,1,FALSE,moderate,10,0,5,5,5,5,66,0,64.8,0.001,13.2,Yerevan Area
26277446,Comfortable bungalow with private bathroom!,private room in bungalow,private_room,66340406,Zara,FALSE,40.1983,44.5031,NA,NA,1,0,NA,flexible,3,NA,16,4.69,4.8,4.9,15.5,0,12.9,0,15.5,Yerevan Area
26342230,In the ❤ of Yerevan ✔️ Perfect Location #4 MyStreet,entire serviced apartment,entire_home,65011405,MyStreet,TRUE,40.1801,44.5113,3,1,1,1,TRUE,moderate,25,0,49,4.73,5,4.7,70.9,0.002,71.6,0.001,23.633333333333336,Yerevan Area
26392958,Apartment on Kievyan street,entire rental unit,entire_home,184290457,Vee,FALSE,40.1949,44.4872,2,1,2,1,FALSE,flexible,20,0,6,4.17,4.3,4,38.9,0,41.2,0.001,19.45,Yerevan Area
26619258,2 Bedrooms.2nd Floor. Fresh Renovation. Near Opera,entire rental unit,entire_home,139434006,Gayane,FALSE,40.1816,44.5199,5,2,4,1,FALSE,firm,10,0,61,4.48,4.8,4.6,41.5,0.002,48.1,0,8.3,Yerevan Area
26685231,Sunny apartment,entire rental unit,entire_home,184999855,Tigran,TRUE,40.2031,44.5216,3,NA,3,1.5,TRUE,flexible,0,0,45,4.73,4.7,4.8,28.4,0,32.2,0.002,9.466666666666667,Other Armenia
27011222,VD Apartment 2- 200 m from the Republic Square,entire rental unit,entire_home,51117809,Yevgenia,TRUE,40.178,44.508,3,NA,2,1,TRUE,firm,20,0,81,4.79,5,4.8,43.7,0.006,44.7,0.003,14.566666666666668,Yerevan Area
27126385,Apartment 3,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2059,44.497,3,1,1,1,FALSE,strict,0,0,1,NA,NA,NA,39.8,0,40.8,0.001,13.266666666666666,Other Armenia
27285450,Entire rental unit in Yerevan,entire serviced apartment,entire_home,205546522,Moushegh,FALSE,40.1749,44.5113,5,2,5,1,FALSE,firm,0,0,2,NA,NA,NA,67.5,0.001,67.1,0,13.5,Yerevan Area
27310410,Your Home in YEREVAN!,entire rental unit,entire_home,10016307,Grigor,FALSE,40.1982,44.5047,3,1,1,1,TRUE,firm,0,0,40,4.7,4.6,4.6,41.7,0,36.3,0.001,13.9,Yerevan Area
27318881,Nice apartment in the center of Yerevan,entire rental unit,entire_home,205838877,Asmik,FALSE,40.1799,44.5112,2,1,1,1,FALSE,flexible,30,0,NA,NA,NA,NA,62.7,0,57.1,0.001,31.35,Yerevan Area
27331384,Welcome to Armenia!Clean and comfort apartment 4 u,entire rental unit,entire_home,205944263,Dayana,FALSE,40.2024,44.5307,2,1,1,1,FALSE,strict,34,0,40,4.78,4.6,4.6,44.7,0.002,70.9,0,22.35,Other Armenia
27614413,#Cosy Bright Apartment on Saryan Amiryan crossroad,entire rental unit,entire_home,53408645,Davit,FALSE,40.1837,44.5048,3,1,2,1,TRUE,strict,0,0,71,4.68,5,4.7,39.6,0.006,45.1,0.006999999999999999,13.200000000000001,Yerevan Area
27666139,LUXURY APARTMENT. ELITE APARTMENT,entire rental unit,entire_home,166928875,Avetis,TRUE,40.2047,44.5169,2,1,1,1,FALSE,moderate,0,0,174,4.98,4.9,4.9,39.3,0.005,40.2,0.005,19.65,Other Armenia
27677413,Design-Savvy Apartment with Skyline Views,entire serviced apartment,entire_home,195185372,Mariam,TRUE,40.1782,44.4906,4,1,1,1,TRUE,moderate,0,0,47,4.94,4.8,4.9,106.2,0.001,121.6,0.001,26.55,Yerevan Area
27685641,Guesthouse for vacation and remote working,entire serviced apartment,entire_home,30711227,Dr. Meri,FALSE,40.186,44.5334,2,2,4,2,FALSE,flexible,69,0,12,5,4.8,5,45,0.001,48.4,0,22.5,Yerevan Area
27823351,Clean 2 bedroom apartment/ Уютная 2 комн. квартира,entire rental unit,entire_home,21794838,NA,FALSE,40.1666,44.4421,6,1,2,1,NA,flexible,NA,NA,10,4.7,4.6,4.7,34.6,0,0,0,5.766666666666667,Yerevan Area
