Date,Year,Month,Company,Position,Position_Standardized,Salary_AMD,Experience_Years,Experience_Level,Salary_Category
2020-07-21T14:35:52Z,2020,7,Not Specified,UX Designer,UI/UX Designer,1000000,8,Senior (5-10 years),1M-2M
2020-07-22T11:05:08Z,2020,7,Hylink,Android developer,Software Engineer/Developer,250000,1.5,Junior (0-2 years),200K-500K
2020-07-22T19:49:24Z,2020,7,Media,Translator,Other,200000,5,Mid-Level (2-5 years),200K-500K
2020-07-22T19:49:59Z,2020,7,Freelance,Social Media Marketing,Other,200000,13,Expert (10+ years),200K-500K
2020-07-29T16:22:04Z,2020,7,Praemium,Software Engineer,Software Engineer/Developer,600000,2,Junior (0-2 years),500K-1M
2020-07-30T10:43:44Z,2020,7,Yerevan City,Consultant,Other,90000,3,Mid-Level (2-5 years),Under 200K
2020-07-30T15:04:04Z,2020,7,Ayotech,Sales Manager,Other,460000,3,Mid-Level (2-5 years),200K-500K
2020-07-30T19:57:25Z,2020,7,Steven-PEI Development AB,Senior Software Engineer,Software Engineer/Developer,1600000,10,Senior (5-10 years),1M-2M
2020-07-30T19:57:57Z,2020,7,EPAM Systems,Lead Software Engineer,Software Engineer/Developer,1300000,9,Senior (5-10 years),1M-2M
2020-07-31T19:54:45Z,2020,7,Not Specified,.net developer,Software Engineer/Developer,140000,1,Junior (0-2 years),Under 200K
2020-08-01T17:00:14Z,2020,8,Not Specified,Android Developer,Software Engineer/Developer,500000,2,Junior (0-2 years),500K-1M
2020-08-04T16:46:13Z,2020,8,Dom-Daniel,Junior .NET Developer,Software Engineer/Developer,155000,1,Junior (0-2 years),Under 200K
2020-08-07T09:36:24Z,2020,8,Optym,Front-end developer,Software Engineer/Developer,1000000,4.5,Mid-Level (2-5 years),1M-2M
2020-08-07T15:16:36Z,2020,8,IT,Executive assistant,Other,96000,0,Entry Level (0 years),Under 200K
2020-08-07T15:17:18Z,2020,8,Not Specified,Marketing event manager,Other,180000,1.5,Junior (0-2 years),Under 200K
2020-08-07T19:13:50Z,2020,8,Not Specified,Team Lead,Team/Tech Lead,1000000,7,Senior (5-10 years),1M-2M
2020-08-07T23:17:31Z,2020,8,Synopsys,Senior R&D Engineer 2,Other,830000,10,Senior (5-10 years),500K-1M
2020-08-08T11:09:05Z,2020,8,EPAM Systems,Senior developer,Software Engineer/Developer,950000,5,Mid-Level (2-5 years),500K-1M
2020-08-10T18:10:17Z,2020,8,OMD,Technical support,Other,900000,4,Mid-Level (2-5 years),500K-1M
2020-08-10T23:34:09Z,2020,8,Not Specified,Automation QA,QA/Testing,560000,2,Junior (0-2 years),500K-1M
2020-08-11T09:46:55Z,2020,8,Ucom,Head of Technical Support,Other,400000,5,Mid-Level (2-5 years),200K-500K
2020-08-11T09:47:28Z,2020,8,Ucom,Quality Control Team Lead,Team/Tech Lead,250000,3,Mid-Level (2-5 years),200K-500K
2020-08-14T00:26:45Z,2020,8,Siemens,Senior Software Engineer / PSSE,Software Engineer/Developer,2400000,19,Expert (10+ years),Above 2M
2020-08-16T18:17:02Z,2020,8,Not Specified,Senior full stack developer,Software Engineer/Developer,1350000,7,Senior (5-10 years),1M-2M
2020-08-23T10:49:05Z,2020,8,Not Specified,Product manager,Product Manager/Owner,1000000,2,Junior (0-2 years),1M-2M
2020-08-28T19:46:31Z,2020,8,Freelance,Senior Android,Mobile Developer,1300000,3,Mid-Level (2-5 years),1M-2M
2020-09-01T19:40:16Z,2020,9,Not Specified,Automation Engineer,Other,2200000,8,Senior (5-10 years),Above 2M
2020-09-03T13:24:22Z,2020,9,Branding and UI UX Design Agency,Head of Project Management,Other,300000,5,Mid-Level (2-5 years),200K-500K
2020-09-03T19:41:03Z,2020,9,Simply Technologies,Software Engineer,Software Engineer/Developer,850000,3,Mid-Level (2-5 years),500K-1M
2020-09-04T15:08:36Z,2020,9,BetConstruct,Creative director,Other,1500000,6,Senior (5-10 years),1M-2M
2020-09-06T16:12:35Z,2020,9,Global Solutions,Middle full stack web,Full Stack Developer,150000,2,Junior (0-2 years),Under 200K
2020-09-06T17:53:37Z,2020,9,Not Specified,Mid Node Js Developer,Software Engineer/Developer,500000,2,Junior (0-2 years),500K-1M
2020-09-07T13:40:07Z,2020,9,Not Specified,Business Development Manager,Project Manager,1000000,4,Mid-Level (2-5 years),1M-2M
2020-09-07T13:41:23Z,2020,9,Not Specified,CTO,Other,2000000,10,Senior (5-10 years),Above 2M
2020-09-07T14:51:23Z,2020,9,PicsArt,UX Specialist,Other,500000,2.5,Mid-Level (2-5 years),500K-1M
2020-09-07T14:54:06Z,2020,9,Not Specified,CMO,Other,1000000,10,Senior (5-10 years),1M-2M
2020-09-07T15:29:12Z,2020,9,Not Specified,Javascript,Other,200000,1,Junior (0-2 years),200K-500K
2020-09-07T15:32:22Z,2020,9,Entrepreneur,Digital content creator/blogger,Other,500000,5,Mid-Level (2-5 years),500K-1M
2020-09-07T15:44:27Z,2020,9,All.me,Senior software engineer,Software Engineer/Developer,1800000,10,Senior (5-10 years),1M-2M
2020-09-07T15:50:46Z,2020,9,Code-Bridge CJSC,Mid Front-end Developer,Software Engineer/Developer,150000,1.5,Junior (0-2 years),Under 200K
2020-09-07T15:51:23Z,2020,9,Code-Bridge CJSC,QA,QA/Testing,120000,1,Junior (0-2 years),Under 200K
2020-09-07T16:43:26Z,2020,9,Not Specified,Event Manager,Other,250000,3.5,Mid-Level (2-5 years),200K-500K
2020-09-07T17:20:14Z,2020,9,Loopex Digital,SEO Specialist,Other,250000,3,Mid-Level (2-5 years),200K-500K
2020-09-07T17:40:09Z,2020,9,PwC,Partner,Other,3375000,9,Senior (5-10 years),Above 2M
2020-09-07T18:31:01Z,2020,9,Zaimix,IT PM,Project Manager,200000,0,Entry Level (0 years),200K-500K
2020-09-07T20:26:04Z,2020,9,Not Specified,SM Marketing Manager,Other,300000,6,Senior (5-10 years),200K-500K
2020-09-08T12:26:47Z,2020,9,A software development office,React.js developer,Software Engineer/Developer,350000,2,Junior (0-2 years),200K-500K
2020-09-08T12:58:27Z,2020,9,“Armenia” International Airports” CJSC,HR specialist,Other,322000,10,Senior (5-10 years),200K-500K
2020-09-09T00:26:38Z,2020,9,Volo,QA Engineer,QA/Testing,970000,4,Mid-Level (2-5 years),500K-1M
2020-09-09T09:47:08Z,2020,9,EGS,Senior software developer,Software Engineer/Developer,600000,30,Expert (10+ years),500K-1M
2020-09-10T20:12:26Z,2020,9,Not Specified,Machine Learning Intern,Other,68000,0,Entry Level (0 years),Under 200K
2020-09-12T00:35:24Z,2020,9,VMware,MTS3,Other,1800000,5,Mid-Level (2-5 years),1M-2M
2020-09-12T14:28:29Z,2020,9,Not Specified,Back-End Developer,Software Engineer/Developer,300000,1,Junior (0-2 years),200K-500K
2020-09-13T23:22:20Z,2020,9,Synopsys,Intern,Other,210000,0,Entry Level (0 years),200K-500K
2020-09-14T21:44:50Z,2020,9,PicsArt,Intern iOS Developer,Software Engineer/Developer,80000,0,Entry Level (0 years),Under 200K
2020-09-15T11:23:04Z,2020,9,Ayotech,CMS Developer,Software Engineer/Developer,270000,2.5,Mid-Level (2-5 years),200K-500K
2020-09-15T23:52:05Z,2020,9,Freelance,Middle full stack developer,Software Engineer/Developer,750000,2,Junior (0-2 years),500K-1M
2020-09-16T01:02:23Z,2020,9,InconceptLabs,Middle Android developer,Software Engineer/Developer,1200000,4,Mid-Level (2-5 years),1M-2M
2020-09-16T04:19:11Z,2020,9,BetConstruct,Lead,Team/Tech Lead,1500000,7,Senior (5-10 years),1M-2M
2020-09-16T14:37:40Z,2020,9,VMware,Member of technical staff 1,Other,470000,1,Junior (0-2 years),200K-500K
2020-09-22T12:41:10Z,2020,9,Not Specified,Engineering Manager,Other,1500000,6.5,Senior (5-10 years),1M-2M
2020-09-22T20:15:53Z,2020,9,Not Specified,Junior .Net Developer,Software Engineer/Developer,240000,1,Junior (0-2 years),200K-500K
2020-10-08T11:20:28Z,2020,10,TeamViewer Armenia,Software Engineer,Software Engineer/Developer,1060000,4,Mid-Level (2-5 years),1M-2M
2020-10-08T11:20:53Z,2020,10,VMware,MTS 2,Other,590000,2,Junior (0-2 years),500K-1M
2020-10-27T13:07:14Z,2020,10,Not Specified,Project Manager,Project Manager,700000,2,Junior (0-2 years),500K-1M
2020-11-07T02:28:16Z,2020,11,Ucraft,Senior Frontend Developer,Software Engineer/Developer,1000000,5,Mid-Level (2-5 years),1M-2M
2020-11-08T08:23:16Z,2020,11,Not Specified,Junior Machine Learning Specialist,Other,250000,0.25,Junior (0-2 years),200K-500K
2020-11-22T01:31:57Z,2020,11,10Web,Content Writer,Other,300000,4,Mid-Level (2-5 years),200K-500K
2020-11-22T13:12:22Z,2020,11,Not Specified,QA engineer,QA/Testing,600000,1.5,Junior (0-2 years),500K-1M
2020-11-29T15:37:12Z,2020,11,Software development office,JavaScript Developer,Software Engineer/Developer,400000,2.5,Mid-Level (2-5 years),200K-500K
2020-11-29T15:55:50Z,2020,11,Not Specified,React JavaScript Developer,Software Engineer/Developer,170000,1.5,Junior (0-2 years),Under 200K
2020-12-02T17:36:08Z,2020,12,Not Specified,Sales Manager,Other,750000,3,Mid-Level (2-5 years),500K-1M
2020-12-02T21:15:07Z,2020,12,Bank,Content and communication specialist,Other,180000,0.5,Junior (0-2 years),Under 200K
2020-12-09T11:43:23Z,2020,12,AAB Construction,Project manager assistant,Project Manager,350000,4,Mid-Level (2-5 years),200K-500K
2020-12-13T03:07:58Z,2020,12,TeamViewer Armenia,Mid software engineer,Software Engineer/Developer,750000,3.5,Mid-Level (2-5 years),500K-1M
2020-12-18T11:21:56Z,2020,12,Synopsys,Software engineer II,Software Engineer/Developer,500000,2.5,Mid-Level (2-5 years),500K-1M
2020-12-19T17:03:50Z,2020,12,Not Specified,Software Development Engineer in Test,QA/Testing,1200000,3,Mid-Level (2-5 years),1M-2M
2020-12-21T23:35:53Z,2020,12,ProConsult,SMM Specialist,Other,800000,4,Mid-Level (2-5 years),500K-1M
2020-12-22T18:12:10Z,2020,12,EPAM Systems,Senior software engineer - Java,Software Engineer/Developer,110000,7,Senior (5-10 years),Under 200K
2020-12-28T00:05:33Z,2020,12,Not Specified,Sales Rep,Other,320000,3,Mid-Level (2-5 years),200K-500K
2020-12-30T22:21:05Z,2020,12,British-based startup,Fullstack engineer,Full Stack Developer,500000,2,Junior (0-2 years),500K-1M
2021-01-07T19:40:03Z,2021,1,BetConstruct,Android Developer,Software Engineer/Developer,700000,4,Mid-Level (2-5 years),500K-1M
2021-01-12T14:52:14Z,2021,1,Coologic,Junior Frontend Developer,Software Engineer/Developer,120000,0.5,Junior (0-2 years),Under 200K
2021-01-13T22:41:20Z,2021,1,PicsArt,Senior Backend Engineer,Backend Developer,2200000,10,Senior (5-10 years),Above 2M
2021-01-13T22:42:23Z,2021,1,Dental clinics,Dentist,Other,1500000,10,Senior (5-10 years),1M-2M
2021-01-16T18:08:38Z,2021,1,Not Specified,QA Engineer,QA/Testing,250000,1.5,Junior (0-2 years),200K-500K
2021-01-21T00:19:01Z,2021,1,EPAM Systems,Full stack software engineer,Software Engineer/Developer,600000,2.8,Mid-Level (2-5 years),500K-1M
2021-01-24T23:09:04Z,2021,1,Not Specified,QA Junior1,QA/Testing,220000,1,Junior (0-2 years),200K-500K
2021-01-25T11:20:39Z,2021,1,AOByte,Full Stack Web Developer (PHP/React),Software Engineer/Developer,700000,3,Mid-Level (2-5 years),500K-1M
2021-01-26T17:21:59Z,2021,1,Not Specified,Administrative Assistant,Other,300000,9,Senior (5-10 years),200K-500K
2021-01-30T17:29:55Z,2021,1,Freelance,Senior Android developer,Software Engineer/Developer,1100000,3,Mid-Level (2-5 years),1M-2M
2021-02-03T03:06:29Z,2021,2,Sda,Business consultant,Other,400000,3,Mid-Level (2-5 years),200K-500K
2021-02-03T18:02:38Z,2021,2,Freelance,Senior React Developer,Software Engineer/Developer,4000000,4,Mid-Level (2-5 years),Above 2M
2021-02-03T18:14:01Z,2021,2,WeConstruct,Middle Full Stack Developer,Software Engineer/Developer,100000,2,Junior (0-2 years),Under 200K
2021-02-03T18:14:35Z,2021,2,AOD.space,Middle Backend Developer,Software Engineer/Developer,250000,3,Mid-Level (2-5 years),200K-500K
2021-02-04T00:27:33Z,2021,2,Not Specified,Software Engineer,Software Engineer/Developer,930000,4.5,Mid-Level (2-5 years),500K-1M
2021-02-09T21:15:48Z,2021,2,Freelance,Senior React Native Developer,Software Engineer/Developer,2500000,3,Mid-Level (2-5 years),Above 2M
2021-02-12T00:09:54Z,2021,2,PicsArt,Senior Software Engineer,Software Engineer/Developer,1000000,2,Junior (0-2 years),1M-2M
2021-02-23T13:07:50Z,2021,2,Bank,Head of Information Security Division,Other,1200000,15,Expert (10+ years),1M-2M
2021-02-24T09:23:56Z,2021,2,PicsArt,JavaScript developer,Software Engineer/Developer,150000,2,Junior (0-2 years),Under 200K
2021-02-24T23:24:39Z,2021,2,Not Specified,SAS programmer,Other,350000,1.5,Junior (0-2 years),200K-500K
2021-02-25T21:47:23Z,2021,2,Not Specified,Engineering Manager,Other,1700000,7,Senior (5-10 years),1M-2M
2021-03-02T22:37:24Z,2021,3,Not Specified,Junior QA Engineer,QA/Testing,300000,1.5,Junior (0-2 years),200K-500K
2021-03-03T04:04:19Z,2021,3,Not Specified,Middle Frontend developer,Software Engineer/Developer,800000,2,Junior (0-2 years),500K-1M
2021-03-05T09:06:13Z,2021,3,Not Specified,Digital Marketing Specialist,Other,130000,1,Junior (0-2 years),Under 200K
2021-03-12T15:14:52Z,2021,3,Freelance,Senior Angular Developer,Software Engineer/Developer,2500000,5,Mid-Level (2-5 years),Above 2M
2021-03-16T17:23:43Z,2021,3,Not Specified,Team Lead,Team/Tech Lead,1081000,6,Senior (5-10 years),1M-2M
2021-03-19T14:38:14Z,2021,3,Not Specified,Product Owner,Product Manager/Owner,600000,2,Junior (0-2 years),500K-1M
2021-03-20T21:49:56Z,2021,3,Not Specified,Manual QA,QA/Testing,360000,2.5,Mid-Level (2-5 years),200K-500K
2021-03-21T06:33:47Z,2021,3,Not Specified,Full stack developer,Software Engineer/Developer,450000,3,Mid-Level (2-5 years),200K-500K
2021-03-22T00:20:03Z,2021,3,Digitain,UI/UX Designer,UI/UX Designer,400000,1.5,Junior (0-2 years),200K-500K
2021-03-24T20:44:09Z,2021,3,Not Specified,Full stack software engineer,Software Engineer/Developer,700000,3,Mid-Level (2-5 years),500K-1M
2021-03-25T23:39:20Z,2021,3,Double Coconut,.NET Developer,Software Engineer/Developer,250000,1.5,Junior (0-2 years),200K-500K
2021-03-26T17:00:07Z,2021,3,Not Specified,C++ Software Engineer,Software Engineer/Developer,400000,2,Junior (0-2 years),200K-500K
2021-03-26T20:07:50Z,2021,3,Not Specified,Php developer,Software Engineer/Developer,1700000,5,Mid-Level (2-5 years),1M-2M
2021-03-27T21:20:50Z,2021,3,Not Specified,Project Manager,Project Manager,400000,6,Senior (5-10 years),200K-500K
2021-03-30T21:54:00Z,2021,3,Mentor Graphics Armenia,Intern,Other,185250,0,Entry Level (0 years),Under 200K
2021-03-31T01:03:58Z,2021,3,Optym,Senior Principal Developer,Software Engineer/Developer,2000000,10,Senior (5-10 years),Above 2M
2021-03-31T18:23:38Z,2021,3,PicsArt,Software Engineer II,Software Engineer/Developer,1100000,3.5,Mid-Level (2-5 years),1M-2M
2021-03-31T21:30:45Z,2021,3,Consulting,Full stack Php developer,Software Engineer/Developer,300000,6,Senior (5-10 years),200K-500K
2021-04-01T18:35:55Z,2021,4,PicsArt,Mid 2 iOS developer,Software Engineer/Developer,1500000,5,Mid-Level (2-5 years),1M-2M
2021-04-03T20:23:35Z,2021,4,softconstruct,Illustrator,Other,250000,3,Mid-Level (2-5 years),200K-500K
2021-04-04T22:56:58Z,2021,4,Matibiometrics,Senior QA Engineer,QA/Testing,1500000,8,Senior (5-10 years),1M-2M
2021-04-06T11:05:09Z,2021,4,Not Specified,Product manager,Product Manager/Owner,400000,2,Junior (0-2 years),200K-500K
2021-04-13T22:53:07Z,2021,4,Accounting company,"Bookkeeping, accounting",Other,140000,3,Mid-Level (2-5 years),Under 200K
2021-04-15T14:29:03Z,2021,4,Pharmaceutical company,HR Specialist,Other,552425,15,Expert (10+ years),500K-1M
2021-04-20T13:46:00Z,2021,4,WF,Senior QA Engineer,QA/Testing,1100000,7,Senior (5-10 years),1M-2M
2021-04-21T11:19:21Z,2021,4,Not Specified,Junior Vue.js developer,Software Engineer/Developer,250000,0.8,Junior (0-2 years),200K-500K
2021-04-21T11:24:25Z,2021,4,Freelance,Junior Front-End Developer,Software Engineer/Developer,150000,0.8,Junior (0-2 years),Under 200K
2021-04-23T12:02:58Z,2021,4,Esterox,QA,QA/Testing,68000,0,Entry Level (0 years),Under 200K
2021-04-24T19:55:50Z,2021,4,Not Specified,Senior Software Engineer,Software Engineer/Developer,1500000,7,Senior (5-10 years),1M-2M
2021-04-25T01:24:46Z,2021,4,DataArt,Frontend Developer,Software Engineer/Developer,1400000,5,Mid-Level (2-5 years),1M-2M
2021-04-26T22:32:53Z,2021,4,DataArt,Senior Node.js Developer,Software Engineer/Developer,1200000,5,Mid-Level (2-5 years),1M-2M
2021-04-28T20:37:05Z,2021,4,OWL & Five USA,Product designer,UI/UX Designer,450000,3,Mid-Level (2-5 years),200K-500K
2021-04-28T20:40:02Z,2021,4,Rendline,UX/UI Designer,UI/UX Designer,150000,1,Junior (0-2 years),Under 200K
2021-04-28T22:22:43Z,2021,4,EPAM Systems,Senior Software Engineer,Software Engineer/Developer,1100000,7,Senior (5-10 years),1M-2M
2021-04-29T00:02:23Z,2021,4,Not Specified,Senior UX/UI designer,UI/UX Designer,900000,11,Expert (10+ years),500K-1M
2021-04-29T11:14:27Z,2021,4,Converse Bank,Senior Developer,Software Engineer/Developer,1000000,6,Senior (5-10 years),1M-2M
2021-05-04T20:12:49Z,2021,5,Finances,Senior Copywriter,Other,400000,6,Senior (5-10 years),200K-500K
2021-05-05T03:23:11Z,2021,5,IT Company,Machine Learning Engineer / Data Scientist,Data Scientist/Analyst,450000,2,Junior (0-2 years),200K-500K
2021-05-06T16:24:23Z,2021,5,Not Specified,Automation QA,QA/Testing,300000,3,Mid-Level (2-5 years),200K-500K
2021-05-07T12:24:02Z,2021,5,Not Specified,Data Analyst,Data Scientist/Analyst,900000,2.5,Mid-Level (2-5 years),500K-1M
2021-05-07T18:01:51Z,2021,5,Not Specified,Sales Manager,Other,350000,2,Junior (0-2 years),200K-500K
2021-05-09T14:42:48Z,2021,5,Symbolium,COO,Other,380000,5,Mid-Level (2-5 years),200K-500K
2021-05-11T13:20:34Z,2021,5,Armenian IT company,Technical recruiter,Other,400000,2,Junior (0-2 years),200K-500K
2021-05-11T22:43:49Z,2021,5,Not Specified,Lead QA,QA/Testing,1310000,7,Senior (5-10 years),1M-2M
2021-05-12T00:17:47Z,2021,5,Softconstruct,Manual QA,QA/Testing,200000,1,Junior (0-2 years),200K-500K
2021-05-12T19:27:36Z,2021,5,Not Specified,Automation QA engineer,QA/Testing,410000,3.5,Mid-Level (2-5 years),200K-500K
2021-05-19T16:06:18Z,2021,5,Not Specified,QA Engineer,QA/Testing,360000,2,Junior (0-2 years),200K-500K
2021-05-20T01:17:49Z,2021,5,Service Titan,Customer Support Advocate,Other,300000,1,Junior (0-2 years),200K-500K
2021-05-21T14:42:29Z,2021,5,Not Specified,Remote UI/UX Designer,UI/UX Designer,3500000,11,Expert (10+ years),Above 2M
2021-05-28T16:23:15Z,2021,5,Not Specified,Front end Engineer,Frontend Developer,500000,1,Junior (0-2 years),500K-1M
2021-06-01T17:41:02Z,2021,6,Volo,Middle .net developer,Software Engineer/Developer,800000,2,Junior (0-2 years),500K-1M
2021-06-10T15:48:34Z,2021,6,Not Specified,Junior angular developer,Software Engineer/Developer,250000,1.5,Junior (0-2 years),200K-500K
2021-06-12T11:59:13Z,2021,6,Not Specified,Angular developer,Software Engineer/Developer,200000,1.5,Junior (0-2 years),200K-500K
2021-06-12T14:44:52Z,2021,6,Startup Armenia Foundation,Project Manager,Project Manager,540000,4,Mid-Level (2-5 years),500K-1M
2021-06-12T14:45:55Z,2021,6,Startup Armenia Foundation,UI/UX Designer,UI/UX Designer,400000,3.5,Mid-Level (2-5 years),200K-500K
2021-06-12T14:47:31Z,2021,6,Seaside Startup Summit,Digital Marketing Specialist,Other,550000,6,Senior (5-10 years),500K-1M
2021-06-12T14:50:20Z,2021,6,Flight Hunter LLC,Software Engineer,Software Engineer/Developer,350000,5,Mid-Level (2-5 years),200K-500K
2021-06-16T16:38:04Z,2021,6,HiLearn,Mid Research Engineer,Other,300000,2,Junior (0-2 years),200K-500K
2021-06-16T16:39:55Z,2021,6,DataArt,Middle python dev,Other,1300000,3,Mid-Level (2-5 years),1M-2M
2021-06-21T00:24:34Z,2021,6,Not Specified,UI/UX Designer,UI/UX Designer,150000,0.5,Junior (0-2 years),Under 200K
2021-06-21T18:08:55Z,2021,6,Ucom,Financial reporting specialist,Other,300000,3,Mid-Level (2-5 years),200K-500K
2021-06-23T01:56:21Z,2021,6,volo,.net developer,Software Engineer/Developer,281000,2,Junior (0-2 years),200K-500K
2021-06-25T01:08:31Z,2021,6,Not Specified,Junior Automation QA,QA/Testing,200000,0.3,Junior (0-2 years),200K-500K
2021-06-25T18:31:17Z,2021,6,Not Specified,Associate Product Manager,Product Manager/Owner,450000,1,Junior (0-2 years),200K-500K
2021-06-28T19:01:04Z,2021,6,Proconsult CJSC,"Financial Director, CFO",Other,6000000,7,Senior (5-10 years),Above 2M
2021-07-05T13:11:06Z,2021,7,Not Specified,Senior Software Engineer,Software Engineer/Developer,1500000,3.5,Mid-Level (2-5 years),1M-2M
2021-07-05T13:11:13Z,2021,7,Not Specified,Senior Software Engineer,Software Engineer/Developer,1500000,3.5,Mid-Level (2-5 years),1M-2M
2021-07-06T21:04:03Z,2021,7,Not Specified,Senior QA Engineer,QA/Testing,750000,3,Mid-Level (2-5 years),500K-1M
2021-07-06T22:57:14Z,2021,7,Not Specified,QA Mid 1,QA/Testing,600000,1.5,Junior (0-2 years),500K-1M
2021-07-07T13:30:07Z,2021,7,FreeDom Development,Product Owner / Project Manager,Project Manager,302000,1,Junior (0-2 years),200K-500K
2021-07-10T13:57:59Z,2021,7,Tumo Yerevan,Ուսուցանող մարզիչ,Other,101000,3,Mid-Level (2-5 years),Under 200K
2021-07-10T21:54:07Z,2021,7,Not Specified,React js,Other,450000,2,Junior (0-2 years),200K-500K
2021-07-10T23:43:36Z,2021,7,Esterox,Backend Developer,Software Engineer/Developer,204000,0,Entry Level (0 years),200K-500K
2021-07-12T23:27:45Z,2021,7,Not Specified,SysAdmin,Other,530000,3,Mid-Level (2-5 years),500K-1M
2021-07-13T12:13:51Z,2021,7,EPAM Systems,Senior Frontend engineer,Frontend Developer,1100000,5,Mid-Level (2-5 years),1M-2M
2021-07-14T16:15:02Z,2021,7,W3C,Senior Html developer,Software Engineer/Developer,3000000,7,Senior (5-10 years),Above 2M
2021-07-14T18:07:03Z,2021,7,PicsArt,Intern Back end,Backend Developer,80000,0.5,Junior (0-2 years),Under 200K
2021-07-20T12:22:03Z,2021,7,Not Specified,Manual QA,QA/Testing,110000,0.5,Junior (0-2 years),Under 200K
2021-07-22T10:56:24Z,2021,7,Volo,Senior QA,QA/Testing,800000,5,Mid-Level (2-5 years),500K-1M
2021-07-24T04:21:52Z,2021,7,EPAM Systems,Middle Software Engineer (React.js front),Software Engineer/Developer,545000,4,Mid-Level (2-5 years),500K-1M
2021-07-25T13:55:19Z,2021,7,Not Specified,Project Manager,Project Manager,250000,1,Junior (0-2 years),200K-500K
2021-07-25T20:35:53Z,2021,7,Not Specified,Product Owner,Product Manager/Owner,730000,3,Mid-Level (2-5 years),500K-1M
2021-07-27T14:09:33Z,2021,7,Renderforest,UI/UX Designer,UI/UX Designer,100000,2,Junior (0-2 years),Under 200K
2021-07-27T22:00:30Z,2021,7,Not Specified,Middle Vue Js Developer,Software Engineer/Developer,430000,2,Junior (0-2 years),200K-500K
2021-07-29T14:26:35Z,2021,7,Foster Agency,UI/UX designer,UI/UX Designer,180000,2,Junior (0-2 years),Under 200K
2021-07-30T11:34:46Z,2021,7,Not Specified,Tech recruiter,Other,200000,2,Junior (0-2 years),200K-500K
2021-07-30T16:06:07Z,2021,7,DataArt,FrontEnd,Frontend Developer,1400000,5,Mid-Level (2-5 years),1M-2M
2021-07-30T23:59:07Z,2021,7,Optym,Senior Web Developer (React.js),Software Engineer/Developer,1500000,5,Mid-Level (2-5 years),1M-2M
2021-07-31T13:09:17Z,2021,7,Not Specified,Backend Engineer,Backend Developer,650000,5,Mid-Level (2-5 years),500K-1M
2021-08-01T22:34:47Z,2021,8,Adobe,Software Engineer 2,Software Engineer/Developer,1200000,10,Senior (5-10 years),1M-2M
2021-08-04T12:00:08Z,2021,8,Willing & Able Operations,Project Manager,Project Manager,200000,1,Junior (0-2 years),200K-500K
2021-08-04T12:30:28Z,2021,8,Not Specified,JavaScript Developer,Software Engineer/Developer,120000,0.5,Junior (0-2 years),Under 200K
2021-08-05T16:10:30Z,2021,8,Praemium,Senior software engineer,Software Engineer/Developer,1200000,5,Mid-Level (2-5 years),1M-2M
2021-08-05T16:50:21Z,2021,8,Not Specified,QA engineer,QA/Testing,400000,2.5,Mid-Level (2-5 years),200K-500K
2021-08-05T17:18:59Z,2021,8,Not Specified,PM,Project Manager,300000,3,Mid-Level (2-5 years),200K-500K
2021-08-07T16:19:56Z,2021,8,banking,Chief specialist,Other,310000,4,Mid-Level (2-5 years),200K-500K
2021-08-12T14:17:35Z,2021,8,Siemense EDA (Mentor Graphics Armenia),Software Engineer,Software Engineer/Developer,650000,1.5,Junior (0-2 years),500K-1M
2021-08-14T17:48:09Z,2021,8,Freelance,Blockchain & smart contracts developer,Software Engineer/Developer,9800000,5.5,Senior (5-10 years),Above 2M
2021-08-14T23:05:28Z,2021,8,Synopsys,Intern,Other,44710,1,Junior (0-2 years),Under 200K
2021-08-15T18:28:11Z,2021,8,Softr,Senior Angular Developer,Software Engineer/Developer,1300000,4,Mid-Level (2-5 years),1M-2M
2021-08-16T08:43:37Z,2021,8,Software Engineer,Mid level Software Engineer,Software Engineer/Developer,900000,4,Mid-Level (2-5 years),500K-1M
2021-08-16T22:44:54Z,2021,8,Wic,Full stack developer,Software Engineer/Developer,600000,2.5,Mid-Level (2-5 years),500K-1M
2021-08-17T10:57:02Z,2021,8,Not Specified,junior web developer,Software Engineer/Developer,400000,1.4,Junior (0-2 years),200K-500K
2021-08-18T10:27:38Z,2021,8,Web apricot,Junior back-end developer,Software Engineer/Developer,100000,1,Junior (0-2 years),Under 200K
2021-08-18T18:37:29Z,2021,8,Digitain,Product Owner,Product Manager/Owner,800000,5,Mid-Level (2-5 years),500K-1M
2021-08-19T15:46:53Z,2021,8,Sololearn,Data Scientist/Analyst,Data Scientist/Analyst,800000,5,Mid-Level (2-5 years),500K-1M
2021-08-19T15:48:13Z,2021,8,SmartClick,Data Scientist,Data Scientist/Analyst,400000,1.5,Junior (0-2 years),200K-500K
2021-08-19T22:45:46Z,2021,8,Not Specified,Solution Architect,Other,2300000,17,Expert (10+ years),Above 2M
2021-08-21T16:33:27Z,2021,8,Voip,Rate manager,Other,200000,6,Senior (5-10 years),200K-500K
2021-08-26T18:35:36Z,2021,8,PicsArt,QA Intern,QA/Testing,150000,0,Entry Level (0 years),Under 200K
2021-09-03T16:57:47Z,2021,9,Not Specified,Java developer,Software Engineer/Developer,350000,1.5,Junior (0-2 years),200K-500K
2021-09-04T16:19:45Z,2021,9,Not Specified,Technical Writer,Other,600000,3.5,Mid-Level (2-5 years),500K-1M
